T nFsrh nFBsrh dnsrh nF nFB dn
290 1.153808134E+00 1.130600658E+00 2.320747600E-02 1.153651492E+00 1.130439483E+00 2.321200900E-02
295 1.149546749E+00 1.136350444E+00 1.319630500E-02 1.149345327E+00 1.136140946E+00 1.320438100E-02
300 1.152261948E+00 1.141742256E+00 1.051969200E-02 1.152013057E+00 1.141470824E+00 1.054223300E-02
305 1.142105428E+00 1.142252790E+00 -1.473620000E-04 1.141845270E+00 1.141414558E+00 4.307120000E-04
310 1.120258986E+00 1.142130736E+00 -2.187175000E-02 1.120002225E+00 1.141740162E+00 -2.173793700E-02
315 1.105965832E+00 1.145592846E+00 -3.962701400E-02 1.105740540E+00 1.145115662E+00 -3.937512200E-02
320 1.085849861E+00 1.143210107E+00 -5.736024600E-02 1.085641374E+00 1.142669083E+00 -5.702770900E-02
325 1.028090680E+00 1.122070438E+00 -9.397975800E-02 1.027862336E+00 1.121594560E+00 -9.373222400E-02
330 1.010026272E+00 1.086185400E+00 -7.615912800E-02 1.009871857E+00 1.085858408E+00 -7.598655100E-02
335 1.006307477E+00 1.062998743E+00 -5.669126600E-02 1.006218412E+00 1.062655655E+00 -5.643724300E-02
340 1.007128710E+00 1.008906985E+00 -1.778275000E-03 1.007058028E+00 1.008756026E+00 -1.697998000E-03
