x N
1.2093553E+0 2.2817338E+21
1.2005284E+0 2.1756707E+21
1.1907655E+0 2.0824994E+21
1.1809549E+0 2.1206243E+21
1.1713866E+0 2.1101353E+21
1.1613144E+0 2.0962290E+21
1.1514504E+0 2.1326688E+21
1.1415488E+0 2.0612486E+21
1.1308154E+0 2.0306388E+21
1.1204148E+0 2.0458523E+21
1.1096372E+0 1.9714535E+21
1.0982212E+0 1.9229292E+21
1.0866520E+0 1.8918867E+21
1.0746066E+0 1.8632940E+21
1.0624099E+0 1.8875936E+21
1.0504058E+0 1.9006323E+21
1.0380947E+0 1.8842593E+21
1.0255897E+0 1.8814196E+21
1.0129386E+0 1.8643335E+21
9.9988274E-1 1.8807337E+21
9.8713223E-1 1.8962729E+21
9.7394753E-1 1.8913375E+21
9.6078340E-1 1.8832504E+21
9.4711568E-1 1.8646787E+21
9.3329828E-1 1.8782838E+21
9.1942706E-1 1.9117470E+21
9.0568666E-1 1.8908494E+21
8.9107103E-1 1.8771110E+21
8.7667215E-1 1.9009816E+21
8.6194123E-1 1.9090919E+21
8.4717536E-1 1.8986092E+21
8.3175355E-1 1.8743807E+21
8.1603706E-1 1.8981236E+21
8.0042001E-1 1.9020654E+21
7.8414328E-1 1.8927861E+21
7.6771491E-1 1.8891024E+21
7.5066282E-1 1.8700867E+21
7.3312868E-1 1.8666763E+21
7.1518621E-1 1.8631706E+21
6.9668964E-1 1.8773349E+21
6.7807316E-1 1.8964658E+21
