N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.256566365E+00 1.251736781E+00 1.247039118E+00 1.242788056E+00
1.016672606E+01 1.256632438E+00 1.251843286E+00 1.247198939E+00 1.243015083E+00
1.033324570E+01 1.256728728E+00 1.251997984E+00 1.247430179E+00 1.243342119E+00
1.049996187E+01 1.256868625E+00 1.252221651E+00 1.247762613E+00 1.243809255E+00
1.066670514E+01 1.257070910E+00 1.252542801E+00 1.248236101E+00 1.244468594E+00
1.083333839E+01 1.257361465E+00 1.252999500E+00 1.248901749E+00 1.245383814E+00
1.100000000E+01 1.257774859E+00 1.253640143E+00 1.249820700E+00 1.246625479E+00
1.116672606E+01 1.258355186E+00 1.254522066E+00 1.251058619E+00 1.248259858E+00
1.133324570E+01 1.259155049E+00 1.255705883E+00 1.252673649E+00 1.250330254E+00
1.149996187E+01 1.260230858E+00 1.257244210E+00 1.254698840E+00 1.252836305E+00
1.166670514E+01 1.261633431E+00 1.259166042E+00 1.257125131E+00 1.255723128E+00
1.183333839E+01 1.263394967E+00 1.261463451E+00 1.259897213E+00 1.258893109E+00
1.200000000E+01 1.265518369E+00 1.264091212E+00 1.262930216E+00 1.262238244E+00
1.216672606E+01 1.267977019E+00 1.266983702E+00 1.266139705E+00 1.265672759E+00
1.233324570E+01 1.270728236E+00 1.270079410E+00 1.269464900E+00 1.269147168E+00
1.249996187E+01 1.273731148E+00 1.273336011E+00 1.272874057E+00 1.272645048E+00
1.266670514E+01 1.276955864E+00 1.276731058E+00 1.276359253E+00 1.276175178E+00
1.283333839E+01 1.280382191E+00 1.280257407E+00 1.279930719E+00 1.279764422E+00
1.300000000E+01 1.283996976E+00 1.283920562E+00 1.283611977E+00 1.283449840E+00
