N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.257801468E+00 1.253800822E+00 1.250107390E+00 1.246612434E+00
1.016672606E+01 1.257848721E+00 1.253874887E+00 1.250216563E+00 1.246765683E+00
1.033324570E+01 1.257917684E+00 1.253982631E+00 1.250374857E+00 1.246986972E+00
1.049996187E+01 1.258018044E+00 1.254138782E+00 1.250603097E+00 1.247304186E+00
1.066670514E+01 1.258163566E+00 1.254363799E+00 1.250929602E+00 1.247754255E+00
1.083333839E+01 1.258373428E+00 1.254685439E+00 1.251391519E+00 1.248383694E+00
1.100000000E+01 1.258673723E+00 1.255140012E+00 1.252035102E+00 1.249246962E+00
1.116672606E+01 1.259098823E+00 1.255772536E+00 1.252913441E+00 1.250400820E+00
1.133324570E+01 1.259691755E+00 1.256634633E+00 1.254080591E+00 1.251894018E+00
1.149996187E+01 1.260502775E+00 1.257778937E+00 1.255581509E+00 1.253754147E+00
1.166670514E+01 1.261584910E+00 1.259250211E+00 1.257440645E+00 1.255977652E+00
1.183333839E+01 1.262986687E+00 1.261075770E+00 1.259655239E+00 1.258530592E+00
1.200000000E+01 1.264744066E+00 1.263260597E+00 1.262198585E+00 1.261361401E+00
1.216672606E+01 1.266875542E+00 1.265790443E+00 1.265031849E+00 1.264417811E+00
1.233324570E+01 1.269382872E+00 1.268640255E+00 1.268116191E+00 1.267658658E+00
1.249996187E+01 1.272254810E+00 1.271781438E+00 1.271419838E+00 1.271058847E+00
1.266670514E+01 1.275469867E+00 1.275185882E+00 1.274921594E+00 1.274610881E+00
1.283333839E+01 1.278998568E+00 1.278829957E+00 1.278613354E+00 1.278323506E+00
1.300000000E+01 1.282808959E+00 1.282699174E+00 1.282499711E+00 1.282216000E+00
