fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UGL060 14:08:10 308.5 37.58 1.000E+000 1.130E+000 5.151E-010 8.716E+002 3.034E+000 1.510E-005 2.727E-005 2.006E-002 2.723E-005 1.379E-007 2.524E-001 1.010E-002 1.352E-005 1.293E-002 
UGL065 13:59:56 308.5 37.58 1.000E+000 9.793E-001 4.410E-010 7.911E+002 2.828E+000 1.098E-005 3.885E-005 2.699E-002 3.880E-005 2.646E-007 2.527E-001 1.360E-002 1.931E-005 7.967E-001 
UGL070 13:57:14 308.5 37.58 1.000E+000 8.257E-001 3.585E-010 6.889E+002 2.506E+000 5.920E-006 5.279E-005 3.368E-002 5.272E-005 4.480E-007 2.523E-001 1.690E-002 2.635E-005 3.200E-002 
UGL075 13:53:48 308.5 37.58 1.000E+000 8.711E-001 3.845E-010 7.523E+002 2.643E+000 7.953E-006 5.770E-005 3.898E-002 5.763E-005 5.695E-007 2.535E-001 1.960E-002 2.891E-005 2.665E-002 
UGL080 13:51:16 308.5 37.58 1.000E+000 9.104E-001 3.984E-010 7.218E+002 2.640E+000 7.635E-006 7.404E-005 4.803E-002 7.394E-005 9.032E-007 2.543E-001 2.420E-002 3.717E-005 9.703E-003 
UGL085 13:48:30 308.5 37.58 1.000E+000 8.974E-001 4.043E-010 7.302E+002 2.677E+000 8.248E-006 9.543E-005 6.143E-002 9.530E-005 1.501E-006 2.563E-001 3.110E-002 4.810E-005 1.697E-002 
UGL090 13:45:18 308.4 37.59 1.000E+000 9.944E-001 4.434E-010 8.140E+002 2.906E+000 1.256E-005 1.009E-004 6.780E-002 1.008E-004 1.774E-006 2.595E-001 3.460E-002 5.111E-005 1.061E-001 
UGL095 13:42:18 308.5 37.58 1.000E+000 8.531E-001 3.733E-010 7.550E+002 2.615E+000 7.671E-006 1.236E-004 8.063E-002 1.234E-004 2.584E-006 2.597E-001 4.120E-002 6.257E-005 5.306E-003 
UGL100 13:30:50 308.4 37.59 1.000E+000 8.855E-001 4.036E-010 7.133E+002 2.610E+000 7.320E-006 1.495E-004 9.216E-002 1.493E-004 3.591E-006 2.610E-001 4.730E-002 7.576E-005 7.727E-003 
UGL105 13:27:34 308.2 37.62 1.000E+000 1.026E+000 4.567E-010 8.252E+002 2.943E+000 1.293E-005 1.544E-004 9.985E-002 1.542E-004 4.113E-006 2.671E-001 5.180E-002 7.924E-005 1.431E-002 
UGL110 13:24:36 308.3 37.61 1.000E+000 9.993E-001 4.518E-010 7.741E+002 2.787E+000 9.878E-006 1.807E-004 1.126E-001 1.805E-004 5.449E-006 2.681E-001 5.870E-002 9.267E-005 2.228E-002 
