T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.188576937E+00 1.192029004E+00 -3.452067000E-03 1.188109667E+00 1.190748655E+00 -2.638988000E-03 4.672700000E-04 1.280349000E-03
290 1.524993176E+01 1.208310610E+00 1.195574388E+00 1.273622200E-02 1.207372407E+00 1.193795803E+00 1.357660400E-02 9.382030000E-04 1.778585000E-03
290 1.549996187E+01 1.220724844E+00 1.198774487E+00 2.195035700E-02 1.218969934E+00 1.196399652E+00 2.257028200E-02 1.754910000E-03 2.374835000E-03
290 1.574996808E+01 1.231507518E+00 1.205549457E+00 2.595806100E-02 1.228273067E+00 1.202546363E+00 2.572670400E-02 3.234451000E-03 3.003094000E-03
290 1.600000000E+01 1.244213395E+00 1.210769571E+00 3.344382400E-02 1.238329872E+00 1.207243211E+00 3.108666100E-02 5.883523000E-03 3.526360000E-03
290 1.624993176E+01 1.257257053E+00 1.211289658E+00 4.596739500E-02 1.246858995E+00 1.207191138E+00 3.966785700E-02 1.039805800E-02 4.098520000E-03
290 1.649996187E+01 1.271952844E+00 1.211240805E+00 6.071203900E-02 1.254411318E+00 1.206319747E+00 4.809157100E-02 1.754152600E-02 4.921058000E-03
290 1.674996808E+01 1.289112836E+00 1.217477663E+00 7.163517300E-02 1.261262962E+00 1.211403097E+00 4.985986500E-02 2.784987400E-02 6.074566000E-03
290 1.700000000E+01 1.309602257E+00 1.231280393E+00 7.832186400E-02 1.268012680E+00 1.223531630E+00 4.448105000E-02 4.158957700E-02 7.748763000E-03
295 1.500000000E+01 1.171461818E+00 1.192230528E+00 -2.076871000E-02 1.171075449E+00 1.191046094E+00 -1.997064500E-02 3.863690000E-04 1.184434000E-03
295 1.524993176E+01 1.204654280E+00 1.196744139E+00 7.910141000E-03 1.203768963E+00 1.195087682E+00 8.681281000E-03 8.853170000E-04 1.656457000E-03
295 1.549996187E+01 1.221082182E+00 1.200702358E+00 2.037982400E-02 1.219427710E+00 1.198417444E+00 2.101026600E-02 1.654472000E-03 2.284914000E-03
295 1.574996808E+01 1.233034742E+00 1.207356137E+00 2.567860500E-02 1.230040417E+00 1.204459347E+00 2.558107000E-02 2.994325000E-03 2.896790000E-03
295 1.600000000E+01 1.245866194E+00 1.213324761E+00 3.254143300E-02 1.240500911E+00 1.209724554E+00 3.077635700E-02 5.365283000E-03 3.600207000E-03
295 1.624993176E+01 1.258626595E+00 1.214219819E+00 4.440677600E-02 1.249215240E+00 1.209883306E+00 3.933193400E-02 9.411355000E-03 4.336513000E-03
295 1.649996187E+01 1.273035874E+00 1.214485596E+00 5.855027800E-02 1.257152971E+00 1.209096423E+00 4.805654800E-02 1.588290300E-02 5.389173000E-03
295 1.674996808E+01 1.289697975E+00 1.220477154E+00 6.922082100E-02 1.264353819E+00 1.213557070E+00 5.079674900E-02 2.534415600E-02 6.920084000E-03
295 1.700000000E+01 1.309498534E+00 1.233705513E+00 7.579302100E-02 1.271316758E+00 1.224854992E+00 4.646176600E-02 3.818177600E-02 8.850521000E-03
300 1.500000000E+01 1.134499427E+00 1.191675915E+00 -5.717648800E-02 1.134283605E+00 1.190553887E+00 -5.627028200E-02 2.158220000E-04 1.122028000E-03
300 1.524993176E+01 1.195091295E+00 1.198316282E+00 -3.224987000E-03 1.194255818E+00 1.196695021E+00 -2.439203000E-03 8.354770000E-04 1.621261000E-03
300 1.549996187E+01 1.219920119E+00 1.202704087E+00 1.721603200E-02 1.218291858E+00 1.200465080E+00 1.782677800E-02 1.628261000E-03 2.239007000E-03
300 1.574996808E+01 1.234250982E+00 1.209720451E+00 2.453053100E-02 1.231347122E+00 1.206668350E+00 2.467877200E-02 2.903860000E-03 3.052101000E-03
300 1.600000000E+01 1.247834814E+00 1.215945160E+00 3.188965400E-02 1.242733791E+00 1.212132058E+00 3.060173300E-02 5.101023000E-03 3.813102000E-03
300 1.624993176E+01 1.260632860E+00 1.217212965E+00 4.341989500E-02 1.251807017E+00 1.212446390E+00 3.936062700E-02 8.825843000E-03 4.766575000E-03
300 1.649996187E+01 1.275029248E+00 1.217041655E+00 5.798759300E-02 1.260218181E+00 1.211064353E+00 4.915382800E-02 1.481106700E-02 5.977302000E-03
300 1.674996808E+01 1.291266964E+00 1.222494493E+00 6.877247100E-02 1.267583904E+00 1.214709087E+00 5.287481700E-02 2.368306000E-02 7.785406000E-03
300 1.700000000E+01 1.310466706E+00 1.235807259E+00 7.465944700E-02 1.274481515E+00 1.225283265E+00 4.919825000E-02 3.598519100E-02 1.052399400E-02
305 1.500000000E+01 1.063042998E+00 1.188132023E+00 -1.250890250E-01 1.063198468E+00 1.187062591E+00 -1.238641230E-01 -1.554700000E-04 1.069432000E-03
305 1.524993176E+01 1.173229758E+00 1.199342415E+00 -2.611265700E-02 1.172509132E+00 1.197699945E+00 -2.519081300E-02 7.206260000E-04 1.642470000E-03
305 1.549996187E+01 1.214948565E+00 1.204886302E+00 1.006226300E-02 1.213305645E+00 1.202468151E+00 1.083749400E-02 1.642920000E-03 2.418151000E-03
305 1.574996808E+01 1.234516516E+00 1.212120563E+00 2.239595300E-02 1.231565639E+00 1.208762855E+00 2.280278400E-02 2.950877000E-03 3.357708000E-03
305 1.600000000E+01 1.249226929E+00 1.218013879E+00 3.121305000E-02 1.244136033E+00 1.213899470E+00 3.023656300E-02 5.090896000E-03 4.114409000E-03
305 1.624993176E+01 1.263085384E+00 1.219563641E+00 4.352174300E-02 1.254418273E+00 1.214234771E+00 4.018350200E-02 8.667111000E-03 5.328870000E-03
305 1.649996187E+01 1.277474062E+00 1.219953147E+00 5.752091500E-02 1.263074477E+00 1.212960524E+00 5.011395300E-02 1.439958500E-02 6.992623000E-03
305 1.674996808E+01 1.293692384E+00 1.224808216E+00 6.888416800E-02 1.270688551E+00 1.215520303E+00 5.516824800E-02 2.300383300E-02 9.287913000E-03
305 1.700000000E+01 1.312447499E+00 1.236665190E+00 7.578230900E-02 1.277355457E+00 1.224118265E+00 5.323719200E-02 3.509204200E-02 1.254692500E-02
310 1.500000000E+01 1.013694679E+00 1.176951230E+00 -1.632565510E-01 1.013296561E+00 1.175961059E+00 -1.626644980E-01 3.981180000E-04 9.901710000E-04
310 1.524993176E+01 1.129005834E+00 1.198881950E+00 -6.987611600E-02 1.128595577E+00 1.197174243E+00 -6.857866600E-02 4.102570000E-04 1.707707000E-03
310 1.549996187E+01 1.202692261E+00 1.206667539E+00 -3.975278000E-03 1.201060870E+00 1.204178817E+00 -3.117947000E-03 1.631391000E-03 2.488722000E-03
310 1.574996808E+01 1.232523038E+00 1.214303024E+00 1.822001400E-02 1.229418040E+00 1.210676155E+00 1.874188500E-02 3.104998000E-03 3.626869000E-03
310 1.600000000E+01 1.250491731E+00 1.220386041E+00 3.010569000E-02 1.245162206E+00 1.215722015E+00 2.944019100E-02 5.329525000E-03 4.664026000E-03
310 1.624993176E+01 1.265655677E+00 1.222188600E+00 4.346707700E-02 1.256716720E+00 1.215975149E+00 4.074157100E-02 8.938957000E-03 6.213451000E-03
310 1.649996187E+01 1.280368340E+00 1.222363403E+00 5.800493700E-02 1.265671649E+00 1.214043526E+00 5.162812300E-02 1.469669100E-02 8.319877000E-03
310 1.674996808E+01 1.296708588E+00 1.226519356E+00 7.018923200E-02 1.273309277E+00 1.215315406E+00 5.799387100E-02 2.339931100E-02 1.120395000E-02
310 1.700000000E+01 1.315400835E+00 1.237501046E+00 7.789978900E-02 1.279619024E+00 1.222248653E+00 5.737037100E-02 3.578181100E-02 1.525239300E-02
315 1.500000000E+01 1.014694620E+00 1.147202790E+00 -1.325081700E-01 1.014251508E+00 1.146458409E+00 -1.322069010E-01 4.431120000E-04 7.443810000E-04
315 1.524993176E+01 1.049446691E+00 1.194344440E+00 -1.448977490E-01 1.049718352E+00 1.192572350E+00 -1.428539980E-01 -2.716610000E-04 1.772090000E-03
315 1.549996187E+01 1.176654872E+00 1.207300963E+00 -3.064609100E-02 1.175195636E+00 1.204583585E+00 -2.938794900E-02 1.459236000E-03 2.717378000E-03
