N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.030261850E+00 1.027766331E+00 1.025514200E+00 1.023503502E+00
1.600000000E+01 1.252219628E+00 1.249021861E+00 1.245215270E+00 1.245018976E+00
1.700000000E+01 1.342417239E+00 1.340529077E+00 1.338734202E+00 1.338220132E+00
1.549996187E+01 1.048932557E+00 1.042440412E+00 1.042753075E+00 1.045540634E+00
1.649996187E+01 1.300873029E+00 1.299413424E+00 1.297657101E+00 1.296399896E+00
1.674996808E+01 1.321693325E+00 1.318762990E+00 1.317774356E+00 1.316542709E+00
1.624993176E+01 1.280845213E+00 1.278341854E+00 1.276280037E+00 1.274512077E+00
1.574996808E+01 1.193494423E+00 1.189150181E+00 1.187131948E+00 1.187289723E+00
1.524993176E+01 1.015576022E+00 1.014131643E+00 1.012979161E+00 1.012047908E+00
