N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.034676667E+00 1.033722167E+00 1.032970096E+00 1.032337948E+00
1.600000000E+01 1.240536136E+00 1.231903085E+00 1.222232233E+00 1.216025845E+00
1.700000000E+01 1.337925488E+00 1.334535279E+00 1.331196285E+00 1.329158540E+00
1.549996187E+01 1.011764372E+00 1.010495465E+00 1.009602850E+00 1.008916646E+00
1.649996187E+01 1.296359198E+00 1.292905851E+00 1.288940480E+00 1.285339202E+00
1.674996808E+01 1.317417701E+00 1.312801505E+00 1.309985435E+00 1.306863774E+00
1.624993176E+01 1.274769860E+00 1.269436962E+00 1.264248713E+00 1.259187494E+00
1.574996808E+01 1.164600793E+00 1.147314047E+00 1.131704631E+00 1.118338517E+00
1.524993176E+01 1.016648484E+00 1.015615982E+00 1.014839650E+00 1.014224338E+00
