name time T kT_1 I
10RV 10rv.dat 300.1 38.63 3.829E-006
11RV 11rv.dat 300 38.65 3.731E-006
12RV 12rv.dat 300 38.65 4.345E-006
13RV 13rv.dat 302.1 38.38 4.398E-006
14RV 14rv.dat 302 38.39 4.492E-006
15RV 15rv.dat 302 38.39 4.506E-006
16RV 16rv.dat 305 38.01 4.881E-006
17RV 17rv.dat 305 38.01 4.853E-006
18RV 18rv.dat 305 38.01 4.831E-006
19A11RV 19A11rv.dat 307 37.77 5.078E-006
19A1RV 19A1rv.dat 307 37.77 5.119E-006
19RV 19rv.dat 307 37.77 5.045E-006
1RV 1rv.dat 292 39.71 4.738E-006
20RV 20rv.dat 310 37.4 5.665E-006
21RV 21rv.dat 310 37.4 5.797E-006
22RV 22rv.dat 310 37.4 5.717E-006
23RV 23rv.dat 312 37.16 5.766E-006
24RV 24rv.dat 312 37.16 5.739E-006
25RV 25rv.dat 312 37.16 5.711E-006
26RV 26rv.dat 312 37.16 5.160E-006
27RV 27rv.dat 315 36.81 5.111E-006
28RV 28rv.dat 315 36.81 5.197E-006
29RV 29rv.dat 317 36.57 5.293E-006
2RV 2rv.dat 292 39.71 4.744E-006
30RV 30rv.dat 317 36.57 5.280E-006
31RV 31rv.dat 317 36.57 5.228E-006
32RV 32rv.dat 317 36.57 5.263E-006
33RV 33rv.dat 320 36.23 5.718E-006
34RV 34rv.dat 320 36.23 5.717E-006
35RV 35rv.dat 320 36.23 5.633E-006
36RV 36rv.dat 322 36.01 6.013E-006
37RV 37rv.dat 322 36.01 5.943E-006
38RV 38rv.dat 322 36.01 6.052E-006
39RV 39rv.dat 325 35.67 6.648E-006
3RV 3rv.dat 292 39.71 4.765E-006
40RV 40rv.dat 325 35.67 6.512E-006
41A1111RV 41A1111rv.dat 330.1 35.12 1.037E-005
41A111RV 41A111rv.dat 327 35.46 9.169E-006
41A11RV 41A11rv.dat 327 35.46 9.326E-006
41A1RV 41A1rv.dat 327 35.46 6.702E-006
41RV 41rv.dat 325 35.67 6.378E-006
42RV 42rv.dat 330 35.13 1.006E-005
43RV 43rv.dat 330 35.13 9.846E-006
44RV 44rv.dat 330 35.13 1.036E-005
45RV 45rv.dat 332 34.92 1.080E-005
46RV 46rv.dat 335 34.61 1.229E-005
47RV 47rv.dat 335 34.61 1.144E-005
48RV 48rv.dat 337 34.4 1.223E-005
49RV 49rv.dat 337 34.4 1.195E-005
4RV 4rv.dat 295 39.3 6.986E-006
50RV 50rv.dat 340 34.1 1.357E-005
51RV 51rv.dat 340 34.1 1.282E-005
52RV 52rv.dat 340 34.1 1.167E-005
5RV 5rv.dat 295 39.3 9.456E-006
6RV 6rv.dat 295 39.3 4.698E-006
7RV 7rv.dat 295 39.3 4.804E-006
8RV 8rv.dat 297.1 39.02 3.898E-006
9RV 9rv.dat 297 39.04 3.944E-006
