name time T kT_1 I
10RV 10rv.dat 300.1 38.63 1.133E-006
11RV 11rv.dat 300 38.65 1.099E-006
12RV 12rv.dat 300 38.65 1.384E-006
13RV 13rv.dat 302.1 38.38 1.416E-006
14RV 14rv.dat 302 38.39 1.543E-006
15RV 15rv.dat 302 38.39 1.318E-006
16RV 16rv.dat 305 38.01 1.585E-006
17RV 17rv.dat 305 38.01 1.381E-006
18RV 18rv.dat 305 38.01 1.426E-006
19A11RV 19A11rv.dat 307 37.77 1.473E-006
19A1RV 19A1rv.dat 307 37.77 1.610E-006
19RV 19rv.dat 307 37.77 1.621E-006
1RV 1rv.dat 292 39.71 1.723E-006
20RV 20rv.dat 310 37.4 1.959E-006
21RV 21rv.dat 310 37.4 1.838E-006
22RV 22rv.dat 310 37.4 1.843E-006
23RV 23rv.dat 312 37.16 1.887E-006
24RV 24rv.dat 312 37.16 1.741E-006
25RV 25rv.dat 312 37.16 1.707E-006
26RV 26rv.dat 312 37.16 1.543E-006
27RV 27rv.dat 315 36.81 1.552E-006
28RV 28rv.dat 315 36.81 1.574E-006
29RV 29rv.dat 317 36.57 1.505E-006
2RV 2rv.dat 292 39.71 1.611E-006
30RV 30rv.dat 317 36.57 1.519E-006
31RV 31rv.dat 317 36.57 1.656E-006
32RV 32rv.dat 317 36.57 1.527E-006
33RV 33rv.dat 320 36.23 1.766E-006
34RV 34rv.dat 320 36.23 1.641E-006
35RV 35rv.dat 320 36.23 1.661E-006
36RV 36rv.dat 322 36.01 1.730E-006
37RV 37rv.dat 322 36.01 1.791E-006
38RV 38rv.dat 322 36.01 1.755E-006
39RV 39rv.dat 325 35.67 2.082E-006
3RV 3rv.dat 292 39.71 1.438E-006
40RV 40rv.dat 325 35.67 1.890E-006
41A1111RV 41A1111rv.dat 330.1 35.12 3.700E-006
41A111RV 41A111rv.dat 327 35.46 3.187E-006
41A11RV 41A11rv.dat 327 35.46 3.124E-006
41A1RV 41A1rv.dat 327 35.46 2.028E-006
41RV 41rv.dat 325 35.67 1.971E-006
42RV 42rv.dat 330 35.13 3.495E-006
43RV 43rv.dat 330 35.13 3.509E-006
44RV 44rv.dat 330 35.13 3.542E-006
45RV 45rv.dat 332 34.92 3.847E-006
46RV 46rv.dat 335 34.61 4.140E-006
47RV 47rv.dat 335 34.61 4.233E-006
48RV 48rv.dat 337 34.4 4.385E-006
49RV 49rv.dat 337 34.4 4.480E-006
4RV 4rv.dat 295 39.3 2.359E-006
50RV 50rv.dat 340 34.1 4.857E-006
51RV 51rv.dat 340 34.1 4.754E-006
52RV 52rv.dat 340 34.1 4.600E-006
5RV 5rv.dat 295 39.3 3.567E-006
6RV 6rv.dat 295 39.3 1.528E-006
7RV 7rv.dat 295 39.3 1.601E-006
8RV 8rv.dat 297.1 39.02 1.165E-006
9RV 9rv.dat 297 39.04 1.190E-006
