name time T kT_1 I
10RV 10rv.dat 300.1 38.63 2.531E-006
11RV 11rv.dat 300 38.65 2.437E-006
12RV 12rv.dat 300 38.65 2.823E-006
13RV 13rv.dat 302.1 38.38 2.910E-006
14RV 14rv.dat 302 38.39 2.865E-006
15RV 15rv.dat 302 38.39 2.999E-006
16RV 16rv.dat 305 38.01 3.180E-006
17RV 17rv.dat 305 38.01 3.283E-006
18RV 18rv.dat 305 38.01 3.257E-006
19A11RV 19A11rv.dat 307 37.77 3.399E-006
19A1RV 19A1rv.dat 307 37.77 3.431E-006
19RV 19rv.dat 307 37.77 3.360E-006
1RV 1rv.dat 292 39.71 3.292E-006
20RV 20rv.dat 310 37.4 3.784E-006
21RV 21rv.dat 310 37.4 3.733E-006
22RV 22rv.dat 310 37.4 3.677E-006
23RV 23rv.dat 312 37.16 3.919E-006
24RV 24rv.dat 312 37.16 3.707E-006
25RV 25rv.dat 312 37.16 3.683E-006
26RV 26rv.dat 312 37.16 3.462E-006
27RV 27rv.dat 315 36.81 3.334E-006
28RV 28rv.dat 315 36.81 3.336E-006
29RV 29rv.dat 317 36.57 3.483E-006
2RV 2rv.dat 292 39.71 3.308E-006
30RV 30rv.dat 317 36.57 3.440E-006
31RV 31rv.dat 317 36.57 3.474E-006
32RV 32rv.dat 317 36.57 3.356E-006
33RV 33rv.dat 320 36.23 3.819E-006
34RV 34rv.dat 320 36.23 3.687E-006
35RV 35rv.dat 320 36.23 3.735E-006
36RV 36rv.dat 322 36.01 3.938E-006
37RV 37rv.dat 322 36.01 3.951E-006
38RV 38rv.dat 322 36.01 3.873E-006
39RV 39rv.dat 325 35.67 4.335E-006
3RV 3rv.dat 292 39.71 3.262E-006
40RV 40rv.dat 325 35.67 4.275E-006
41A1111RV 41A1111rv.dat 330.1 35.12 7.323E-006
41A111RV 41A111rv.dat 327 35.46 6.385E-006
41A11RV 41A11rv.dat 327 35.46 6.437E-006
41A1RV 41A1rv.dat 327 35.46 4.317E-006
41RV 41rv.dat 325 35.67 4.256E-006
42RV 42rv.dat 330 35.13 7.030E-006
43RV 43rv.dat 330 35.13 6.853E-006
44RV 44rv.dat 330 35.13 7.269E-006
45RV 45rv.dat 332 34.92 7.411E-006
46RV 46rv.dat 335 34.61 8.024E-006
47RV 47rv.dat 335 34.61 8.323E-006
48RV 48rv.dat 337 34.4 8.619E-006
49RV 49rv.dat 337 34.4 8.713E-006
4RV 4rv.dat 295 39.3 4.951E-006
50RV 50rv.dat 340 34.1 9.476E-006
51RV 51rv.dat 340 34.1 9.410E-006
52RV 52rv.dat 340 34.1 8.139E-006
5RV 5rv.dat 295 39.3 6.916E-006
6RV 6rv.dat 295 39.3 3.078E-006
7RV 7rv.dat 295 39.3 3.192E-006
8RV 8rv.dat 297.1 39.02 2.578E-006
9RV 9rv.dat 297 39.04 2.461E-006
