-0.0904 -1.0540E-0005
-0.0401 -5.1494E-0006
0.0099  1.5808E-0006
0.0101  1.7991E-0006
0.0198  3.0742E-0006
0.0297  4.7814E-0006
0.0398  6.6508E-0006
0.0498  8.6983E-0006
0.0598  1.0954E-0005
0.0699  1.3436E-0005
0.0799  1.6216E-0005
0.0901  1.9292E-0005
0.1000  2.2823E-0005
0.1100  2.6740E-0005
0.1200  3.1181E-0005
0.1301  3.6285E-0005
0.1402  4.1913E-0005
0.1502  4.8441E-0005
0.1602  5.5860E-0005
0.1701  6.4221E-0005
0.1803  7.5678E-0005
0.1902  8.4824E-0005
0.2002  9.7487E-0005
0.2102  1.1196E-0004
0.2201  1.2874E-0004
0.2301  1.4794E-0004
0.2402  1.7015E-0004
0.2502  1.9528E-0004
0.2602  2.2412E-0004
0.2707  2.5688E-0004
0.2802  2.9427E-0004
0.2902  3.3719E-0004
0.3001  3.8513E-0004
0.3100  4.4040E-0004
0.3201  5.0472E-0004
0.3301  5.7809E-0004
0.3401  6.6251E-0004
0.3500  7.5900E-0004
0.3599  8.7256E-0004
0.3699  1.0052E-0003
0.3797  1.1590E-0003
0.3896  1.3449E-0003
0.3994  1.5650E-0003
0.4092  1.8253E-0003
0.4192  2.1429E-0003
0.4289  2.5188E-0003
0.4385  2.9690E-0003
0.4482  3.5097E-0003
0.4579  4.1532E-0003
0.4673  4.9990E-0003
0.4766  5.7652E-0003
0.4859  6.7602E-0003
0.4949  7.8647E-0003
0.5040  9.1284E-0003
0.5136  1.0501E-0002
0.5240  1.2402E-0002
0.5349  1.4501E-0002
0.5456  1.6969E-0002
0.5563  1.9158E-0002
