N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.213563600E-02 -7.725991800E-02 -6.300533100E-02 -4.961852600E-02
1.600000000E+01 2.572667200E-02 2.522365700E-02 2.429361100E-02 2.345052000E-02
1.700000000E+01 8.403474500E-02 8.554588100E-02 8.545875700E-02 8.666274600E-02
1.549996187E+01 -5.584208300E-02 -6.774384300E-02 -7.705054100E-02 -8.551761300E-02
1.649996187E+01 5.760045200E-02 5.975426400E-02 6.100408400E-02 6.214441900E-02
1.674996808E+01 7.313401500E-02 7.370265800E-02 7.563402700E-02 7.674363000E-02
1.624993176E+01 4.195244000E-02 4.288512700E-02 4.344842700E-02 4.365238800E-02
1.574996808E+01 2.837031000E-03 -8.150200000E-04 -4.682890000E-03 -7.179848000E-03
1.524993176E+01 -1.786094980E-01 -1.742935420E-01 -1.696541620E-01 -1.649906390E-01
