N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.099868230E-01 -1.040822230E-01 -9.988257700E-02 -9.712898100E-02
1.600000000E+01 2.771745000E-02 2.788865800E-02 2.763727300E-02 2.743467400E-02
1.700000000E+01 6.310856300E-02 6.178519400E-02 5.974091400E-02 5.973588900E-02
1.549996187E+01 -2.552657600E-02 -2.531025100E-02 -2.270215700E-02 -2.017669600E-02
1.649996187E+01 5.032581600E-02 5.037861500E-02 4.980570300E-02 4.938591400E-02
1.674996808E+01 5.969214000E-02 5.735753900E-02 5.712900900E-02 5.655324800E-02
1.624993176E+01 3.938610000E-02 3.939298400E-02 3.901175500E-02 3.837881100E-02
1.574996808E+01 1.259462200E-02 1.296031100E-02 1.293224500E-02 1.420155200E-02
1.524993176E+01 -1.325030430E-01 -1.282436800E-01 -1.218913720E-01 -1.155093950E-01
