N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.983270100E-02 -1.002384950E-01 -1.013440120E-01 -1.037743850E-01
1.600000000E+01 2.956061200E-02 2.968432600E-02 2.936248100E-02 2.908753800E-02
1.700000000E+01 6.338377900E-02 6.340126400E-02 6.225628800E-02 6.273907800E-02
1.549996187E+01 1.156990600E-02 1.066750200E-02 1.115137800E-02 1.124909700E-02
1.649996187E+01 4.816288300E-02 4.911322600E-02 4.926186300E-02 4.933405500E-02
1.674996808E+01 5.828901900E-02 5.720705400E-02 5.780000200E-02 5.778226000E-02
1.624993176E+01 3.796720400E-02 3.837011800E-02 3.836585500E-02 3.803128300E-02
1.574996808E+01 2.341543200E-02 2.344623600E-02 2.270454700E-02 2.325891800E-02
1.524993176E+01 -2.279266000E-02 -2.212061100E-02 -2.234307400E-02 -2.327042800E-02
