fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 10:33:34 297.1 39.02 1.000E+000 7.600E-001 2.340E-006 4.230E+003 3.083E+000 6.861E-009 2.027E-003 
0002 10:36:36 297 39.04 1.000E+000 7.600E-001 2.296E-006 4.230E+003 3.084E+000 6.786E-009 2.067E-003 
0003 10:38:56 297 39.04 1.000E+000 7.600E-001 2.289E-006 4.230E+003 3.089E+000 6.748E-009 2.051E-003 
0004 10:42:34 297 39.04 1.000E+000 7.600E-001 2.324E-006 4.230E+003 3.082E+000 6.782E-009 2.099E-003 
0005 10:48:06 297.1 39.02 1.000E+000 7.600E-001 2.343E-006 4.230E+003 3.079E+000 6.840E-009 2.091E-003 
0006 10:53:42 297 39.04 1.000E+000 7.600E-001 2.314E-006 4.230E+003 3.086E+000 6.755E-009 2.078E-003 
0007 10:56:32 297 39.04 1.000E+000 7.600E-001 2.286E-006 4.230E+003 3.077E+000 6.837E-009 2.159E-003 
0008 11:00:58 297 39.04 1.000E+000 7.600E-001 2.346E-006 4.230E+003 3.077E+000 6.804E-009 2.152E-003 
0009 11:05:16 297.1 39.02 1.000E+000 7.600E-001 2.367E-006 4.230E+003 3.081E+000 6.842E-009 2.053E-003 
0010 11:11:12 297 39.04 1.000E+000 7.600E-001 2.334E-006 4.230E+003 3.089E+000 6.736E-009 2.079E-003 
0011 11:14:56 297 39.04 1.000E+000 7.600E-001 2.315E-006 4.230E+003 3.082E+000 6.785E-009 2.111E-003 
0012 11:18:58 297 39.04 1.000E+000 7.600E-001 2.358E-006 4.230E+003 3.087E+000 6.742E-009 2.116E-003 
0013 11:21:44 297 39.04 1.000E+000 7.600E-001 2.322E-006 4.230E+003 3.084E+000 6.783E-009 2.022E-003 
