Ytrue Ypred RSE
10000000000.000000 9838275584.000000 0.000266
14679999999.999989 14646193152.000000 0.000005
21540000000.000042 21545277440.000000 0.000000
31620000000.000057 31210713088.000000 0.000170
46420000000.000084 46673178624.000000 0.000030
68129999999.999977 68316721152.000000 0.000007
100000000000.000000 102472368128.000000 0.000597
146799999999.999878 150910844928.000000 0.000763
215400000000.000427 238258028544.000000 0.010181
316200000000.000610 393457008640.000000 0.047975
464200000000.000854 522945298432.000000 0.014216
681299999999.999756 734640013312.000000 0.005685
1000000000000.000000 1005754449920.000000 0.000033
1467999999999.998779 1493364113408.000000 0.000293
2154000000000.004395 2274934390784.000000 0.002985
3162000000000.005859 3380234944512.000000 0.004456
4642000000000.007812 5019767144448.000000 0.006124
6812999999999.998047 7341771587584.000000 0.005590
10000000000000.000000 10840693538816.000000 0.006520
14679999999999.988281 15875153330176.000000 0.006129
21540000000000.042969 23338732748800.000000 0.006436
31620000000000.058594 34537050472448.000000 0.007792
46420000000000.085938 50626192998400.000000 0.007528
68129999999999.976562 76043570380800.000000 0.012088
100000000000000.000000 113497924960256.000000 0.016053
10000000000.000000 9913875456.000000 0.000075
14679999999.999989 14860006400.000000 0.000149
21540000000.000042 21643624448.000000 0.000023
31620000000.000057 31522316288.000000 0.000010
46420000000.000084 46822232064.000000 0.000074
68129999999.999977 69051383808.000000 0.000180
100000000000.000000 102815424512.000000 0.000771
146799999999.999878 154349813760.000000 0.002516
215400000000.000427 252005548032.000000 0.024685
316200000000.000610 356970496000.000000 0.014726
464200000000.000854 495518384128.000000 0.004264
681299999999.999756 683636948992.000000 0.000012
1000000000000.000000 1025126498304.000000 0.000616
1467999999999.998779 1541726535680.000000 0.002402
2154000000000.004395 2250211852288.000000 0.001910
3162000000000.005859 3404056231936.000000 0.005443
4642000000000.007812 5006820900864.000000 0.005727
6812999999999.998047 7220721352704.000000 0.003379
10000000000000.000000 10870324199424.000000 0.006968
14679999999999.988281 15775348817920.000000 0.005181
21540000000000.042969 23256979472384.000000 0.005885
31620000000000.058594 34655336136704.000000 0.008408
46420000000000.085938 51166343856128.000000 0.009485
68129999999999.976562 76973640515584.000000 0.014914
100000000000000.000000 114304799997952.000000 0.017902
10000000000.000000 10020443136.000000 0.000004
14679999999.999989 15044795392.000000 0.000603
21540000000.000042 21897377792.000000 0.000271
31620000000.000057 32004698112.000000 0.000146
46420000000.000084 47218720768.000000 0.000291
68129999999.999977 69984239616.000000 0.000721
100000000000.000000 103537262592.000000 0.001208
146799999999.999878 156182413312.000000 0.003839
215400000000.000427 245082210304.000000 0.016689
316200000000.000610 337900306432.000000 0.004407
464200000000.000854 479922847744.000000 0.001110
681299999999.999756 674127478784.000000 0.000112
1000000000000.000000 1027587702784.000000 0.000741
1467999999999.998779 1541635178496.000000 0.002396
2154000000000.004395 2275564060672.000000 0.003015
3162000000000.005859 3390858592256.000000 0.004885
4642000000000.007812 5013091909632.000000 0.005918
6812999999999.998047 7233337819136.000000 0.003585
