Ytrue Ypred RSE
11700000000.000013 10935685120.000000 0.004566
16800000000.000017 16217176064.000000 0.001247
24119999999.999950 23579353088.000000 0.000514
34640000000.000023 33415774208.000000 0.001295
49729999999.999969 48615870464.000000 0.000513
71409999999.999878 70382632960.000000 0.000210
102499999999.999969 101508218880.000000 0.000095
147200000000.000183 148102627328.000000 0.000037
211399999999.999786 220420603904.000000 0.001746
303500000000.000488 334302314496.000000 0.009351
435800000000.000732 520257077248.000000 0.031461
625799999999.999146 668905963520.000000 0.004439
898499999999.998657 921468272640.000000 0.000637
1290000000000.002197 1253453725696.000000 0.000826
1851999999999.997559 1847824351232.000000 0.000005
2660000000000.000488 2629130780672.000000 0.000136
3819000000000.004395 3861073625088.000000 0.000120
5483999999999.995117 5761002373120.000000 0.002429
7874000000000.015625 8438731505664.000000 0.004800
11309999999999.998047 12249908379648.000000 0.006376
16230000000000.031250 17919639552000.000000 0.009816
23310000000000.023438 25563844575232.000000 0.008525
33470000000000.011719 36891877441536.000000 0.009483
48050000000000.085938 53300032438272.000000 0.010762
69000000000000.054688 76848667033600.000000 0.011617
11700000000.000013 11042003968.000000 0.003351
16800000000.000017 16303764480.000000 0.000899
24119999999.999950 23654758400.000000 0.000379
34640000000.000023 33767553024.000000 0.000651
49729999999.999969 48765132800.000000 0.000384
71409999999.999878 72152530944.000000 0.000107
102499999999.999969 105045065728.000000 0.000602
147200000000.000183 151897292800.000000 0.000987
211399999999.999786 223250808832.000000 0.002976
303500000000.000488 318409441280.000000 0.002300
435800000000.000732 443755102208.000000 0.000327
625799999999.999146 593701502976.000000 0.002773
898499999999.998657 852073644032.000000 0.002815
1290000000000.002197 1193966174208.000000 0.005988
1851999999999.997559 1761570979840.000000 0.002507
2660000000000.000488 2668297453568.000000 0.000010
3819000000000.004395 3799573069824.000000 0.000026
5483999999999.995117 5806725005312.000000 0.003271
7874000000000.015625 8630825385984.000000 0.008428
11309999999999.998047 12949818179584.000000 0.018360
16230000000000.031250 18561286275072.000000 0.018041
23310000000000.023438 27108736761856.000000 0.022836
33470000000000.011719 39458439168000.000000 0.027154
48050000000000.085938 55720938569728.000000 0.021978
69000000000000.054688 78816978403328.000000 0.017721
11700000000.000013 10656195584.000000 0.008739
16800000000.000017 14963907584.000000 0.013410
24119999999.999950 21928126464.000000 0.009083
34640000000.000023 30732740608.000000 0.014341
49729999999.999969 41458520064.000000 0.033184
71409999999.999878 60282257408.000000 0.028765
102499999999.999969 94093656064.000000 0.007327
147200000000.000183 141137985536.000000 0.001769
211399999999.999786 204156502016.000000 0.001216
303500000000.000488 295618576384.000000 0.000692
435800000000.000732 429431160832.000000 0.000217
625799999999.999146 598819667968.000000 0.001943
898499999999.998657 829718921216.000000 0.006346
1290000000000.002197 1227330682880.000000 0.002481
1851999999999.997559 1727568805888.000000 0.004839
2660000000000.000488 2820009885696.000000 0.003413
3819000000000.004395 3473640259584.000000 0.008991
5483999999999.995117 5684822278144.000000 0.001294
7874000000000.015625 6840153276416.000000 0.019845
11309999999999.998047 11420895805440.000000 0.000095
16230000000000.031250 14439862501376.000000 0.013674
23310000000000.023438 23861196226560.000000 0.000546
33470000000000.011719 29689498304512.000000 0.014383
48050000000000.085938 49554779013120.000000 0.000951
69000000000000.054688 63041748074496.000000 0.008161
11700000000.000013 10863666176.000000 0.005503
16800000000.000017 15571325952.000000 0.005771
24119999999.999950 22706372608.000000 0.003649
34640000000.000023 31808100352.000000 0.007278
49729999999.999969 43004739584.000000 0.021149
71409999999.999878 62271946752.000000 0.018778
102499999999.999969 100053598208.000000 0.000584
147200000000.000183 147460079616.000000 0.000003
211399999999.999786 210803736576.000000 0.000008
303500000000.000488 298124509184.000000 0.000319
435800000000.000732 433128439808.000000 0.000038
625799999999.999146 609558069248.000000 0.000692
898499999999.998657 861635739648.000000 0.001755
1290000000000.002197 1310791696384.000000 0.000256
1851999999999.997559 1762805415936.000000 0.002437
2660000000000.000488 2581413756928.000000 0.000899
3819000000000.004395 4398656782336.000000 0.020002
5483999999999.995117 5270147170304.000000 0.001582
7874000000000.015625 8949846769664.000000 0.016424
11309999999999.998047 10632774549504.000000 0.003814
16230000000000.031250 18236340961280.000000 0.013600
23310000000000.023438 22082997977088.000000 0.002925
33470000000000.011719 37522616877056.000000 0.013077
48050000000000.085938 45896179908608.000000 0.002104
69000000000000.054688 79282361597952.000000 0.019327
11700000000.000013 13244541952.000000 0.015395
16800000000.000017 19587190784.000000 0.023608
24119999999.999950 28772507648.000000 0.031190
34640000000.000023 44788539392.000000 0.066384
49729999999.999969 59090640896.000000 0.029818
71409999999.999878 63219474432.000000 0.014860
102499999999.999969 70626942976.000000 0.140331
147200000000.000183 123204812800.000000 0.031748
211399999999.999786 196002283520.000000 0.005722
303500000000.000488 290650619904.000000 0.001872
435800000000.000732 380591931392.000000 0.018376
625799999999.999146 624763011072.000000 0.000003
898499999999.998657 916918697984.000000 0.000412
1290000000000.002197 1166946467840.000000 0.010059
1851999999999.997559 1524215447552.000000 0.038062
2660000000000.000488 2846057562112.000000 0.004573
3819000000000.004395 4480211353600.000000 0.025552
5483999999999.995117 6277872222208.000000 0.018306
7874000000000.015625 8432822255616.000000 0.004703
11309999999999.998047 11701282930688.000000 0.001157
16230000000000.031250 16786875482112.000000 0.001138
23310000000000.023438 23464375222272.000000 0.000044
33470000000000.011719 33092502814720.000000 0.000129
48050000000000.085938 46820071833600.000000 0.000672
69000000000000.054688 66389545058304.000000 0.001488
11700000000.000013 11898177536.000000 0.000282
16800000000.000017 16931777536.000000 0.000061
24119999999.999950 24307818496.000000 0.000060
34640000000.000023 34459099136.000000 0.000027
49729999999.999969 49612267520.000000 0.000006
71409999999.999878 70245056512.000000 0.000271
102499999999.999969 101101125632.000000 0.000189
147200000000.000183 149204647936.000000 0.000183
211399999999.999786 211433291776.000000 0.000000
303500000000.000488 305367777280.000000 0.000038
435800000000.000732 435538591744.000000 0.000000
625799999999.999146 612141563904.000000 0.000487
898499999999.998657 877044760576.000000 0.000584
1290000000000.002197 1271579148288.000000 0.000207
1851999999999.997559 1860993548288.000000 0.000023
2660000000000.000488 2695061569536.000000 0.000171
3819000000000.004395 3900212772864.000000 0.000443
5483999999999.995117 5529480986624.000000 0.000068
7874000000000.015625 8222534008832.000000 0.001876
11309999999999.998047 11769495945216.000000 0.001586
16230000000000.031250 17575409876992.000000 0.006346
23310000000000.023438 24881410342912.000000 0.004258
33470000000000.011719 37805145194496.000000 0.014853
48050000000000.085938 53054925701120.000000 0.009826
69000000000000.054688 80603156316160.000000 0.024208
11700000000.000013 11866970112.000000 0.000201
16800000000.000017 16944422912.000000 0.000073
24119999999.999950 23814975488.000000 0.000162
34640000000.000023 34267435008.000000 0.000117
49729999999.999969 49533452288.000000 0.000016
71409999999.999878 70899343360.000000 0.000052
102499999999.999969 102299246592.000000 0.000004
147200000000.000183 150944989184.000000 0.000631
211399999999.999786 213694316544.000000 0.000117
303500000000.000488 300851101696.000000 0.000077
435800000000.000732 428812992512.000000 0.000261
625799999999.999146 609718763520.000000 0.000678
898499999999.998657 888368463872.000000 0.000129
1290000000000.002197 1262517223424.000000 0.000464
1851999999999.997559 1876311539712.000000 0.000170
2660000000000.000488 2660650188800.000000 0.000000
3819000000000.004395 3832681857024.000000 0.000013
5483999999999.995117 5539142565888.000000 0.000100
7874000000000.015625 8076048465920.000000 0.000642
11309999999999.998047 11682874130432.000000 0.001052
16230000000000.031250 16946172002304.000000 0.001865
23310000000000.023438 24790385557504.000000 0.003792
33470000000000.011719 36517573558272.000000 0.007599
48050000000000.085938 52175237545984.000000 0.006788
69000000000000.054688 77121858830336.000000 0.012396
11700000000.000013 11888149504.000000 0.000255
16800000000.000017 17205422080.000000 0.000569
24119999999.999950 24174952448.000000 0.000005
34640000000.000023 35026010112.000000 0.000123
49729999999.999969 50505383936.000000 0.000239
71409999999.999878 72749137920.000000 0.000345
102499999999.999969 105440485376.000000 0.000800
147200000000.000183 153470418944.000000 0.001740
211399999999.999786 216907284480.000000 0.000661
303500000000.000488 303354052608.000000 0.000000
435800000000.000732 430633287680.000000 0.000142
625799999999.999146 608217006080.000000 0.000812
898499999999.998657 873408495616.000000 0.000802
1290000000000.002197 1248259473408.000000 0.001082
1851999999999.997559 1806055243776.000000 0.000631
2660000000000.000488 2612229046272.000000 0.000328
3819000000000.004395 3753530884096.000000 0.000299
5483999999999.995117 5559150968832.000000 0.000185
7874000000000.015625 7895174873088.000000 0.000007
11309999999999.998047 11372720029696.000000 0.000031
16230000000000.031250 16535457366016.000000 0.000348
23310000000000.023438 24333453885440.000000 0.001847
33470000000000.011719 35523376709632.000000 0.003546
48050000000000.085938 50112428507136.000000 0.001767
69000000000000.054688 73277905043456.000000 0.003619
11700000000.000013 11222924288.000000 0.001733
16800000000.000017 16385992704.000000 0.000623
24119999999.999950 23406532608.000000 0.000902
34640000000.000023 34026139648.000000 0.000320
49729999999.999969 49533018112.000000 0.000016
71409999999.999878 71460159488.000000 0.000000
102499999999.999969 99709026304.000000 0.000762
147200000000.000183 152237228032.000000 0.001132
211399999999.999786 258062581760.000000 0.039912
303500000000.000488 399285059584.000000 0.075710
435800000000.000732 494606286848.000000 0.016044
625799999999.999146 689538007040.000000 0.009415
898499999999.998657 913149132800.000000 0.000262
1290000000000.002197 1299853606912.000000 0.000058
1851999999999.997559 1893817122816.000000 0.000499
2660000000000.000488 2764563283968.000000 0.001487
3819000000000.004395 4092844572672.000000 0.004798
5483999999999.995117 5816922406912.000000 0.003475
7874000000000.015625 8670279630848.000000 0.009288
11309999999999.998047 12837274517504.000000 0.016066
16230000000000.031250 18279720550400.000000 0.014161
23310000000000.023438 26071344873472.000000 0.012547
33470000000000.011719 37483995725824.000000 0.012843
48050000000000.085938 54373086396416.000000 0.015303
69000000000000.054688 79116971802624.000000 0.018749
11700000000.000013 11342317568.000000 0.000964
16800000000.000017 16502991872.000000 0.000318
24119999999.999950 23732594688.000000 0.000262
34640000000.000023 34349778944.000000 0.000071
49729999999.999969 50209468416.000000 0.000092
71409999999.999878 73001984000.000000 0.000486
102499999999.999969 104081850368.000000 0.000235
147200000000.000183 153356550144.000000 0.001679
211399999999.999786 250693025792.000000 0.029133
303500000000.000488 375830642688.000000 0.045866
435800000000.000732 484191961088.000000 0.011098
625799999999.999146 665946882048.000000 0.003867
898499999999.998657 888862146560.000000 0.000116
1290000000000.002197 1325961576448.000000 0.000756
1851999999999.997559 1874470633472.000000 0.000145
2660000000000.000488 2751409160192.000000 0.001142
3819000000000.004395 3934388486144.000000 0.000886
5483999999999.995117 5647147466752.000000 0.000859
7874000000000.015625 8203615076352.000000 0.001682
11309999999999.998047 12190069293056.000000 0.005618
16230000000000.031250 17864163590144.000000 0.009211
23310000000000.023438 25501609492480.000000 0.008080
33470000000000.011719 36183119757312.000000 0.006078
48050000000000.085938 52870938361856.000000 0.009149
69000000000000.054688 76669486366720.000000 0.011119
11700000000.000013 11157169152.000000 0.002257
16800000000.000017 15719122944.000000 0.004424
24119999999.999950 23236407296.000000 0.001393
34640000000.000023 32869945344.000000 0.002752
49729999999.999969 48803377152.000000 0.000354
71409999999.999878 69163982848.000000 0.001021
102499999999.999969 102805716992.000000 0.000009
147200000000.000183 148557332480.000000 0.000084
211399999999.999786 218073563136.000000 0.000966
303500000000.000488 316347219968.000000 0.001719
435800000000.000732 445320888320.000000 0.000467
625799999999.999146 623747268608.000000 0.000011
898499999999.998657 869508513792.000000 0.001076
1290000000000.002197 1330324701184.000000 0.000948
1851999999999.997559 1893297291264.000000 0.000486
2660000000000.000488 3020432605184.000000 0.016170
3819000000000.004395 4017212096512.000000 0.002561
5483999999999.995117 6067483312128.000000 0.010232
7874000000000.015625 8628324007936.000000 0.008375
11309999999999.998047 12694420717568.000000 0.013349
16230000000000.031250 18486118055936.000000 0.016965
23310000000000.023438 26926125154304.000000 0.020834
33470000000000.011719 38253583400960.000000 0.017872
48050000000000.085938 55856305537024.000000 0.022705
69000000000000.054688 81920218103808.000000 0.029532
11700000000.000013 11137096704.000000 0.002432
16800000000.000017 15632961536.000000 0.005186
24119999999.999950 23152826368.000000 0.001675
34640000000.000023 32324440064.000000 0.004789
49729999999.999969 47621079040.000000 0.001878
71409999999.999878 67224858624.000000 0.003649
102499999999.999969 99629359104.000000 0.000807
147200000000.000183 144594092032.000000 0.000319
211399999999.999786 211170213888.000000 0.000001
303500000000.000488 307500220416.000000 0.000171
435800000000.000732 434184519680.000000 0.000014
625799999999.999146 617014820864.000000 0.000200
898499999999.998657 845249249280.000000 0.003734
1290000000000.002197 1272459034624.000000 0.000187
1851999999999.997559 1878133571584.000000 0.000196
2660000000000.000488 2807886249984.000000 0.002928
3819000000000.004395 3968271122432.000000 0.001470
5483999999999.995117 5641718988800.000000 0.000804
7874000000000.015625 8105808101376.000000 0.000842
11309999999999.998047 11805060497408.000000 0.001836
16230000000000.031250 17290223419392.000000 0.004006
23310000000000.023438 24938735992832.000000 0.004563
33470000000000.011719 35709280845824.000000 0.004195
48050000000000.085938 51223789043712.000000 0.004093
69000000000000.054688 75588563894272.000000 0.008323
11700000000.000013 11567794176.000000 0.000129
16800000000.000017 16679178240.000000 0.000052
24119999999.999950 23478859776.000000 0.000726
34640000000.000023 33990367232.000000 0.000358
49729999999.999969 48660193280.000000 0.000473
71409999999.999878 67753635840.000000 0.002763
102499999999.999969 100573233152.000000 0.000360
147200000000.000183 147079446528.000000 0.000001
211399999999.999786 206618116096.000000 0.000524
303500000000.000488 296659058688.000000 0.000520
435800000000.000732 432135667712.000000 0.000071
625799999999.999146 589379862528.000000 0.003596
898499999999.998657 831082921984.000000 0.006087
1290000000000.002197 1198126399488.000000 0.005461
1851999999999.997559 1723949645824.000000 0.005136
2660000000000.000488 2697506848768.000000 0.000196
3819000000000.004395 3531159633920.000000 0.006144
5483999999999.995117 5086555144192.000000 0.005663
7874000000000.015625 7290362003456.000000 0.005934
11309999999999.998047 10630510673920.000000 0.003840
16230000000000.031250 16750752038912.000000 0.000997
23310000000000.023438 21916523954176.000000 0.003801
33470000000000.011719 34333115023360.000000 0.000648
48050000000000.085938 45415852408832.000000 0.003180
69000000000000.054688 66266324795392.000000 0.001634
11700000000.000013 10133428224.000000 0.020699
16800000000.000017 17568464896.000000 0.002001
24119999999.999950 26263840768.000000 0.007255
34640000000.000023 34485972992.000000 0.000020
49729999999.999969 48724992000.000000 0.000417
71409999999.999878 81107574784.000000 0.016237
102499999999.999969 148100349952.000000 0.136980
147200000000.000183 188596928512.000000 0.061730
211399999999.999786 201588736000.000000 0.002259
303500000000.000488 223564775424.000000 0.094170
435800000000.000732 360491679744.000000 0.036100
625799999999.999146 750591082496.000000 0.033153
898499999999.998657 1034649862144.000000 0.019940
1290000000000.002197 1389039190016.000000 0.005474
1851999999999.997559 2063582887936.000000 0.011714
2660000000000.000488 2975071469568.000000 0.012544
3819000000000.004395 4323824631808.000000 0.015433
5483999999999.995117 6371226943488.000000 0.022529
7874000000000.015625 9092054646784.000000 0.020724
11309999999999.998047 12668467412992.000000 0.012880
16230000000000.031250 18162246483968.000000 0.012666
23310000000000.023438 26431105007616.000000 0.015811
33470000000000.011719 38753099841536.000000 0.021519
48050000000000.085938 56549905006592.000000 0.026589
69000000000000.054688 80791874830336.000000 0.024943
11700000000.000013 11256887296.000000 0.001491
16800000000.000017 16020028416.000000 0.002260
24119999999.999950 23018233856.000000 0.002186
34640000000.000023 34617307136.000000 0.000000
49729999999.999969 47837089792.000000 0.001506
71409999999.999878 65772548096.000000 0.006766
102499999999.999969 96939491328.000000 0.003112
147200000000.000183 158586372096.000000 0.005554
211399999999.999786 233305341952.000000 0.009729
303500000000.000488 322846457856.000000 0.003820
435800000000.000732 466784059392.000000 0.004719
625799999999.999146 661566980096.000000 0.003090
898499999999.998657 952106156032.000000 0.003359
1290000000000.002197 1334455828480.000000 0.001148
1851999999999.997559 1961172271104.000000 0.003281
2660000000000.000488 2859764809728.000000 0.005246
3819000000000.004395 4210108923904.000000 0.009514
5483999999999.995117 6323099402240.000000 0.020305
7874000000000.015625 8834001141760.000000 0.013249
11309999999999.998047 12525429063680.000000 0.010428
16230000000000.031250 17882649985024.000000 0.009410
23310000000000.023438 26222637613056.000000 0.013879
33470000000000.011719 37650882887680.000000 0.013871
48050000000000.085938 53946248855552.000000 0.013412
69000000000000.054688 76522819944448.000000 0.010718
11700000000.000013 11370522624.000000 0.000816
16800000000.000017 16018796544.000000 0.002268
24119999999.999950 23326179328.000000 0.001120
34640000000.000023 34309675008.000000 0.000092
49729999999.999969 49567838208.000000 0.000011
71409999999.999878 69710004224.000000 0.000581
102499999999.999969 102522560512.000000 0.000000
147200000000.000183 145806344192.000000 0.000090
211399999999.999786 210313150464.000000 0.000027
303500000000.000488 298474274816.000000 0.000279
435800000000.000732 420208246784.000000 0.001328
625799999999.999146 612270669824.000000 0.000478
898499999999.998657 925948968960.000000 0.000906
1290000000000.002197 1333328216064.000000 0.001091
1851999999999.997559 1944401477632.000000 0.002371
2660000000000.000488 2718432493568.000000 0.000472
3819000000000.004395 4086728753152.000000 0.004593
