Ytrue Ypred RSE
21540000000.000042 20692142080.000000 0.001613
6812999999999.998047 7079433076736.000000 0.001472
3162000000000.005859 2965509505024.000000 0.004117
18790000000.000011 17816956928.000000 0.002828
10000000000000.000000 11269723652096.000000 0.014306
5483999999999.995117 4836606607360.000000 0.015801
56749999999.999962 58536591360.000000 0.000961
171400000000.000183 150030942208.000000 0.017757
6826000000000.003906 6662657671168.000000 0.000587
10000000000000.000000 14146874638336.000000 0.121557
31620000000.000057 30482042880.000000 0.001344
90000000000000.062500 83524698767360.000000 0.005578
10000000000.000000 9794624512.000000 0.000431
21540000000000.042969 17361330503680.000000 0.046693
68129999999999.976562 66084967284736.000000 0.000929
1564000000000.001709 1667665100800.000000 0.004120
3266999999999.995117 3029114028032.000000 0.005718
10000000000000.000000 9036204343296.000000 0.010280
46420000000000.085938 42849391345664.000000 0.006410
90000000000000.062500 94663167967232.000000 0.002552
1467999999999.998779 1637128339456.000000 0.011902
4642000000000.007812 4023241670656.000000 0.020500
2260000000000.001465 2305992163328.000000 0.000406
29799999999999.941406 29960704098304.000000 0.000029
681299999999.999756 693722152960.000000 0.000326
46420000000000.085938 39718892863488.000000 0.024355
21540000000000.042969 20054496247808.000000 0.005108
211399999999.999786 217997443072.000000 0.000944
14260000000000.021484 12299882463232.000000 0.021905
68129999999999.976562 57046049226752.000000 0.031610
464200000000.000854 446172463104.000000 0.001569
7874000000000.015625 8937709502464.000000 0.016078
90000000000000.062500 38141436100608.000000 0.783432
1290000000000.002197 1244947283968.000000 0.001264
2154000000000.004395 2000668459008.000000 0.005456
39259999999.999962 38065963008.000000 0.000954
4642000000000.007812 4599869079552.000000 0.000083
21540000000000.042969 19482737115136.000000 0.010085
31620000000.000057 33446828032.000000 0.003156
10000000000000.000000 7757314392064.000000 0.064837
215400000000.000427 202273816576.000000 0.003954
68129999999999.976562 57799966982144.000000 0.027098
316200000000.000610 364644466688.000000 0.020354
48050000000000.085938 52194950774784.000000 0.006850
46420000000000.085938 49374465884160.000000 0.003808
247800000000.000458 254840307712.000000 0.000785
31620000000000.058594 31752689025024.000000 0.000018
681299999999.999756 745590620160.000000 0.008137
62260000000000.117188 67163331231744.000000 0.005750
14679999999999.988281 9868459114496.000000 0.159806
171400000000.000183 202456006656.000000 0.027794
10000000000.000000 10302967808.000000 0.000891
1467999999999.998779 1257290989568.000000 0.024055
68129999999.999977 75016593408.000000 0.009279
1467999999999.998779 1595777744896.000000 0.006970
14679999999.999989 15877453824.000000 0.006152
21540000000.000042 22961842176.000000 0.004087
1082000000000.001831 1087247220736.000000 0.000023
1082000000000.001831 907765088256.000000 0.030908
82040000000.000137 86515081216.000000 0.002822
90000000000000.062500 98402197045248.000000 0.007971
171400000000.000183 183110172672.000000 0.004369
14679999999.999989 13765652480.000000 0.004137
20619999999999.968750 19795175014400.000000 0.001667
23310000000000.023438 21649424384000.000000 0.005464
517700000000.000488 529652940800.000000 0.000521
31620000000.000057 30412642304.000000 0.001516
100000000000.000000 95554535424.000000 0.002068
10000000000000.000000 9631926583296.000000 0.001407
68129999999.999977 63321034752.000000 0.005361
10000000000000.000000 10540877348864.000000 0.002775
2154000000000.004395 2109986963456.000000 0.000426
62260000000000.117188 67908545806336.000000 0.007546
