Ytrue Ypred RSE
13000000000.000006 12621512704.000000 0.000873
18790000000.000011 18559127552.000000 0.000153
27160000000.000034 26734821376.000000 0.000249
39259999999.999962 38871138304.000000 0.000099
56749999999.999962 56875065344.000000 0.000005
82040000000.000137 83201966080.000000 0.000198
118599999999.999893 122489135104.000000 0.001041
171400000000.000183 183023337472.000000 0.004307
247800000000.000458 279198662656.000000 0.014250
358099999999.999512 442212319232.000000 0.044677
517700000000.000488 576277381120.000000 0.011501
748299999999.999878 796395438080.000000 0.003882
1082000000000.001831 1075622969344.000000 0.000035
1564000000000.001709 1574357958656.000000 0.000044
2260000000000.001465 2317607239680.000000 0.000634
3266999999999.995117 3355342012416.000000 0.000712
4722000000000.004883 4973891420160.000000 0.002701
6826000000000.003906 7208015757312.000000 0.002966
9867000000000.019531 10377808052224.000000 0.002548
14260000000000.021484 15231714590720.000000 0.004347
20619999999999.968750 21921433387008.000000 0.003747
29799999999999.941406 31807470829568.000000 0.004252
43069999999999.960938 45722758021120.000000 0.003573
62260000000000.117188 66705044799488.000000 0.004758
90000000000000.062500 97795583246336.000000 0.006905
13000000000.000006 12902926336.000000 0.000056
18790000000.000011 18904848384.000000 0.000037
27160000000.000034 27268444160.000000 0.000016
39259999999.999962 39444926464.000000 0.000022
56749999999.999962 57989906432.000000 0.000467
82040000000.000137 84461658112.000000 0.000846
118599999999.999893 125255671808.000000 0.002982
171400000000.000183 185490227200.000000 0.006245
247800000000.000458 276172374016.000000 0.011763
358099999999.999512 403778306048.000000 0.014430
517700000000.000488 532925448192.000000 0.000840
748299999999.999878 754555617280.000000 0.000069
1082000000000.001831 1035631788032.000000 0.001919
1564000000000.001709 1550734458880.000000 0.000073
2260000000000.001465 2339913334784.000000 0.001208
3266999999999.995117 3381608316928.000000 0.001189
4722000000000.004883 4979781795840.000000 0.002826
6826000000000.003906 7156993097728.000000 0.002243
9867000000000.019531 10192433446912.000000 0.001053
14260000000000.021484 15269054382080.000000 0.004676
20619999999999.968750 22058620682240.000000 0.004550
29799999999999.941406 32463722119168.000000 0.007334
43069999999999.960938 47121872977920.000000 0.008089
62260000000000.117188 69154719662080.000000 0.011041
90000000000000.062500 100836168433664.000000 0.012939
13000000000.000006 12875924480.000000 0.000092
18790000000.000011 18911657984.000000 0.000042
27160000000.000034 27306375168.000000 0.000029
39259999999.999962 39424143360.000000 0.000017
56749999999.999962 58062917632.000000 0.000523
82040000000.000137 84744601600.000000 0.001052
118599999999.999893 125502357504.000000 0.003201
171400000000.000183 185290342400.000000 0.006075
247800000000.000458 275643432960.000000 0.011350
358099999999.999512 395457888256.000000 0.009855
517700000000.000488 527776743424.000000 0.000372
748299999999.999878 746898259968.000000 0.000004
1082000000000.001831 1035267997696.000000 0.001950
1564000000000.001709 1571863920640.000000 0.000025
2260000000000.001465 2371675750400.000000 0.002327
3266999999999.995117 3420676161536.000000 0.002113
4722000000000.004883 5023362187264.000000 0.003829
6826000000000.003906 7402429612032.000000 0.006576
9867000000000.019531 10462745853952.000000 0.003438
14260000000000.021484 15855295397888.000000 0.011256
20619999999999.968750 23202856173568.000000 0.013943
29799999999999.941406 33270947381248.000000 0.012151
43069999999999.960938 49164574523392.000000 0.017541
62260000000000.117188 71771067777024.000000 0.020244
90000000000000.062500 105664156270592.000000 0.025801
13000000000.000006 12797532160.000000 0.000246
18790000000.000011 18853109760.000000 0.000011
27160000000.000034 27265032192.000000 0.000015
39259999999.999962 39294668800.000000 0.000001
56749999999.999962 57955151872.000000 0.000442
82040000000.000137 84833599488.000000 0.001121
118599999999.999893 125326655488.000000 0.003044
171400000000.000183 184364154880.000000 0.005319
247800000000.000458 274696585216.000000 0.010628
358099999999.999512 389064065024.000000 0.006882
517700000000.000488 523491049472.000000 0.000124
748299999999.999878 741075648512.000000 0.000094
1082000000000.001831 1041973313536.000000 0.001421
1564000000000.001709 1589967847424.000000 0.000271
