N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 295 2.300E-4 2.838482E-1 2.812600E+1 4.932490E-1 8.035570E+1
1.468000E+10 1.778E+16 295 2.300E-4 2.832148E-1 2.804930E+1 4.930400E-1 8.034980E+1
2.154000E+10 1.778E+16 295 2.300E-4 2.822959E-1 2.793820E+1 4.927380E-1 8.034130E+1
3.162000E+10 1.778E+16 295 2.300E-4 2.809701E-1 2.777830E+1 4.923060E-1 8.032890E+1
4.642000E+10 1.778E+16 295 2.300E-4 2.790717E-1 2.755010E+1 4.916920E-1 8.031100E+1
6.813000E+10 1.778E+16 295 2.300E-4 2.763831E-1 2.722820E+1 4.908320E-1 8.028540E+1
1.000000E+11 1.778E+16 295 2.300E-4 2.726331E-1 2.678180E+1 4.896250E-1 8.025260E+1
1.468000E+11 1.778E+16 295 2.300E-4 2.675113E-1 2.617630E+1 4.879450E-1 8.021530E+1
2.154000E+11 1.778E+16 295 2.300E-4 2.607092E-1 2.536520E+1 4.857830E-1 8.011250E+1
3.162000E+11 1.778E+16 295 2.300E-4 2.519939E-1 2.435920E+1 4.831040E-1 8.003730E+1
4.642000E+11 1.778E+16 295 2.300E-4 2.413040E-1 2.314320E+1 4.798990E-1 7.994110E+1
6.813000E+11 1.778E+16 295 2.300E-4 2.288233E-1 2.172970E+1 4.760190E-1 7.979780E+1
1.000000E+12 1.778E+16 295 2.300E-4 2.149721E-1 2.020070E+1 4.717970E-1 7.966900E+1
1.468000E+12 1.778E+16 295 2.300E-4 2.002902E-1 1.860400E+1 4.671180E-1 7.953900E+1
2.154000E+12 1.778E+16 295 2.300E-4 1.852665E-1 1.698080E+1 4.621560E-1 7.932930E+1
3.162000E+12 1.778E+16 295 2.300E-4 1.702248E-1 1.538980E+1 4.568070E-1 7.916590E+1
4.642000E+12 1.778E+16 295 2.300E-4 1.553305E-1 1.382530E+1 4.511710E-1 7.891070E+1
6.813000E+12 1.778E+16 295 2.300E-4 1.406817E-1 1.231050E+1 4.450370E-1 7.865070E+1
1.000000E+13 1.778E+16 295 2.300E-4 1.263946E-1 1.086360E+1 4.385770E-1 7.839020E+1
1.468000E+13 1.778E+16 295 2.300E-4 1.126286E-1 9.484900E+0 4.316590E-1 7.803790E+1
2.154000E+13 1.778E+16 295 2.300E-4 9.956081E-2 8.199900E+0 4.242700E-1 7.765000E+1
3.162000E+13 1.778E+16 295 2.300E-4 8.734967E-2 7.025200E+0 4.164970E-1 7.724040E+1
4.642000E+13 1.778E+16 295 2.300E-4 7.611240E-2 5.958300E+0 4.083250E-1 7.668730E+1
6.813000E+13 1.778E+16 295 2.300E-4 6.591766E-2 5.007900E+0 3.997150E-1 7.602650E+1
1.000000E+14 1.778E+16 295 2.300E-4 5.678791E-2 4.172100E+0 3.905710E-1 7.524130E+1
