Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.018758153E+00 1.094825616E+00 -7.606746300E-02 1.017333178E+00 1.094362028E+00 -7.702885000E-02 1.424975000E-03 4.635880000E-04
1.500000000E+01 1.016672606E+01 1.018728533E+00 1.095056068E+00 -7.632753500E-02 1.017732598E+00 1.094757796E+00 -7.702519800E-02 9.959350000E-04 2.982720000E-04
1.500000000E+01 1.033324570E+01 1.018685616E+00 1.095392780E+00 -7.670716400E-02 1.017995239E+00 1.095197745E+00 -7.720250600E-02 6.903770000E-04 1.950350000E-04
1.500000000E+01 1.049996187E+01 1.018623808E+00 1.095883726E+00 -7.725991800E-02 1.018148114E+00 1.095754042E+00 -7.760592800E-02 4.756940000E-04 1.296840000E-04
1.500000000E+01 1.066670514E+01 1.018535590E+00 1.096597320E+00 -7.806173000E-02 1.018209281E+00 1.096509647E+00 -7.830036600E-02 3.263090000E-04 8.767300000E-05
1.500000000E+01 1.083333839E+01 1.018411336E+00 1.097629833E+00 -7.921849700E-02 1.018188265E+00 1.097569494E+00 -7.938122900E-02 2.230710000E-04 6.033900000E-05
1.500000000E+01 1.100000000E+01 1.018239737E+00 1.099113963E+00 -8.087422600E-02 1.018087651E+00 1.099071593E+00 -8.098394200E-02 1.520860000E-04 4.237000000E-05
1.500000000E+01 1.116672606E+01 1.018009637E+00 1.101226799E+00 -8.321716200E-02 1.017906162E+00 1.101196310E+00 -8.329014800E-02 1.034750000E-04 3.048900000E-05
1.500000000E+01 1.133324570E+01 1.017714613E+00 1.104193077E+00 -8.647846400E-02 1.017644295E+00 1.104170433E+00 -8.652613800E-02 7.031800000E-05 2.264400000E-05
1.500000000E+01 1.149996187E+01 1.017361987E+00 1.108275062E+00 -9.091307500E-02 1.017314176E+00 1.108257555E+00 -9.094337900E-02 4.781100000E-05 1.750700000E-05
1.500000000E+01 1.166670514E+01 1.016987232E+00 1.113734930E+00 -9.674769800E-02 1.016954590E+00 1.113720713E+00 -9.676612300E-02 3.264200000E-05 1.421700000E-05
1.500000000E+01 1.183333839E+01 1.016671199E+00 1.120753422E+00 -1.040822230E-01 1.016648668E+00 1.120741222E+00 -1.040925540E-01 2.253100000E-05 1.220000000E-05
1.500000000E+01 1.200000000E+01 1.016550623E+00 1.129300492E+00 -1.127498690E-01 1.016534724E+00 1.129289486E+00 -1.127547620E-01 1.589900000E-05 1.100600000E-05
1.500000000E+01 1.216672606E+01 1.016806630E+00 1.138997848E+00 -1.221912180E-01 1.016794993E+00 1.138987535E+00 -1.221925420E-01 1.163700000E-05 1.031300000E-05
1.500000000E+01 1.233324570E+01 1.017623024E+00 1.149083264E+00 -1.314602400E-01 1.017614063E+00 1.149073433E+00 -1.314593700E-01 8.961000000E-06 9.831000000E-06
1.500000000E+01 1.249996187E+01 1.019132584E+00 1.158592367E+00 -1.394597830E-01 1.019125284E+00 1.158583029E+00 -1.394577450E-01 7.300000000E-06 9.338000000E-06
1.500000000E+01 1.266670514E+01 1.036427690E+00 1.166747009E+00 -1.303193190E-01 1.036430343E+00 1.166738316E+00 -1.303079730E-01 -2.653000000E-06 8.693000000E-06
1.500000000E+01 1.283333839E+01 1.059981601E+00 1.173269528E+00 -1.132879270E-01 1.059981279E+00 1.173261616E+00 -1.132803370E-01 3.220000000E-07 7.912000000E-06
1.500000000E+01 1.300000000E+01 1.078127176E+00 1.178365671E+00 -1.002384950E-01 1.078125503E+00 1.178358609E+00 -1.002331060E-01 1.673000000E-06 7.062000000E-06
1.524993176E+01 1.000000000E+01 1.012546190E+00 1.186522743E+00 -1.739765530E-01 1.011176828E+00 1.182551811E+00 -1.713749830E-01 1.369362000E-03 3.970932000E-03
1.524993176E+01 1.016672606E+01 1.012548373E+00 1.186594294E+00 -1.740459210E-01 1.011577590E+00 1.183845399E+00 -1.722678090E-01 9.707830000E-04 2.748895000E-03
1.524993176E+01 1.033324570E+01 1.012551781E+00 1.186698730E+00 -1.741469490E-01 1.011870861E+00 1.184803195E+00 -1.729323340E-01 6.809200000E-04 1.895535000E-03
1.524993176E+01 1.049996187E+01 1.012557217E+00 1.186850759E+00 -1.742935420E-01 1.012083017E+00 1.185547268E+00 -1.734642510E-01 4.742000000E-04 1.303491000E-03
1.524993176E+01 1.066670514E+01 1.012566105E+00 1.187071246E+00 -1.745051410E-01 1.012237278E+00 1.186176421E+00 -1.739391430E-01 3.288270000E-04 8.948250000E-04
1.524993176E+01 1.083333839E+01 1.012581033E+00 1.187389229E+00 -1.748081960E-01 1.012353422E+00 1.186775427E+00 -1.744220050E-01 2.276110000E-04 6.138020000E-04
1.524993176E+01 1.100000000E+01 1.012606768E+00 1.187844232E+00 -1.752374640E-01 1.012449128E+00 1.187423103E+00 -1.749739750E-01 1.576400000E-04 4.211290000E-04
1.524993176E+01 1.116672606E+01 1.012652108E+00 1.188487861E+00 -1.758357530E-01 1.012542582E+00 1.188198561E+00 -1.756559790E-01 1.095260000E-04 2.893000000E-04
1.524993176E+01 1.133324570E+01 1.012733063E+00 1.189383685E+00 -1.766506220E-01 1.012656476E+00 1.189184451E+00 -1.765279750E-01 7.658700000E-05 1.992340000E-04
