fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
US00 13:00:46 317.3 36.54 1.000E+000 5.400E-001 4.012E-007 1.196E+003 2.414E+000 2.344E-008 1.702E-005 1.393E-002 1.701E-005 6.014E-008 2.538E-001 7.000E-003 8.469E-006 3.107E-003 
US000 13:20:56 317.4 36.53 1.000E+000 5.400E-001 4.304E-007 1.269E+003 2.412E+000 2.334E-008 1.149E-005 9.849E-003 1.148E-005 2.859E-008 2.528E-001 5.000E-003 5.601E-006 2.942E-003 
US01 13:40:16 320.5 36.18 1.000E+000 5.400E-001 4.300E-007 1.089E+003 2.361E+000 2.800E-008 1.643E-005 1.238E-002 1.642E-005 5.150E-008 2.533E-001 6.200E-003 8.174E-006 6.319E-003 
US010 13:49:12 320.3 36.2 1.000E+000 5.400E-001 4.807E-007 1.186E+003 2.364E+000 2.647E-008 1.594E-005 1.255E-002 1.593E-005 5.072E-008 2.537E-001 6.300E-003 7.925E-006 2.909E-003 
US020 14:13:38 323.8 35.81 1.000E+000 5.400E-001 5.778E-007 1.132E+003 2.307E+000 3.133E-008 1.451E-005 1.077E-002 1.450E-005 3.957E-008 2.533E-001 5.400E-003 7.194E-006 3.376E-003 
US03 14:28:40 327.3 35.42 1.000E+000 5.400E-001 5.154E-007 9.184E+002 2.252E+000 3.952E-008 1.659E-005 1.060E-002 1.657E-005 4.442E-008 2.529E-001 5.300E-003 8.226E-006 3.699E-003 
US030 14:43:18 327.3 35.42 1.000E+000 5.400E-001 6.065E-007 1.037E+003 2.252E+000 3.751E-008 1.557E-005 1.062E-002 1.556E-005 4.186E-008 2.533E-001 5.300E-003 7.751E-006 3.906E-003 
US04 14:57:08 330.3 35.1 1.000E+000 5.400E-001 6.038E-007 9.336E+002 2.206E+000 4.454E-008 1.280E-005 8.061E-003 1.279E-005 2.601E-008 2.524E-001 4.100E-003 6.186E-006 3.346E-003 
US040 15:07:42 330.8 35.05 1.000E+000 5.400E-001 6.074E-007 8.732E+002 2.198E+000 4.669E-008 1.644E-005 9.886E-003 1.643E-005 4.106E-008 2.528E-001 5.000E-003 8.045E-006 3.214E-003 
US05 15:17:20 335.7 34.54 1.000E+000 5.400E-001 6.915E-007 7.511E+002 2.124E+000 5.992E-008 1.736E-005 9.129E-003 1.734E-005 3.998E-008 2.526E-001 4.600E-003 8.501E-006 5.303E-003 
US050 15:25:08 335.2 34.59 1.000E+000 5.400E-001 7.072E-007 7.421E+002 2.131E+000 5.843E-008 1.944E-005 1.014E-002 1.942E-005 4.980E-008 2.528E-001 5.100E-003 9.573E-006 5.532E-003 
US06 15:40:30 339.7 34.13 1.000E+000 5.400E-001 8.332E-007 6.792E+002 2.065E+000 7.110E-008 1.876E-005 8.904E-003 1.874E-005 4.213E-008 2.525E-001 4.500E-003 9.152E-006 5.865E-003 
US060 15:48:08 339.8 34.12 1.000E+000 5.400E-001 8.017E-007 6.584E+002 2.064E+000 7.188E-008 1.832E-005 8.525E-003 1.830E-005 3.937E-008 2.524E-001 4.300E-003 8.941E-006 3.663E-003 
US07 15:58:48 342.2 33.88 1.000E+000 5.400E-001 9.149E-007 6.671E+002 2.029E+000 7.693E-008 1.600E-005 7.315E-003 1.598E-005 2.948E-008 2.522E-001 3.700E-003 7.750E-006 3.218E-003 
US070 16:06:42 341.7 33.93 1.000E+000 5.400E-001 9.191E-007 6.508E+002 2.036E+000 7.690E-008 1.586E-005 7.208E-003 1.584E-005 2.879E-008 2.521E-001 3.600E-003 7.777E-006 3.439E-003 
