N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 325 3.800E-4 3.737078E+1 1.671590E+1 5.555380E-1 8.051630E+1
1.468000E+10 3.162E+16 325 3.800E-4 3.732465E+1 1.668920E+1 5.553840E-1 8.050920E+1
2.154000E+10 3.162E+16 325 3.800E-4 3.725847E+1 1.665080E+1 5.551620E-1 8.049910E+1
3.162000E+10 3.162E+16 325 3.800E-4 3.716449E+1 1.659640E+1 5.548440E-1 8.048520E+1
4.642000E+10 3.162E+16 325 3.800E-4 3.703292E+1 1.652040E+1 5.543950E-1 8.046640E+1
6.813000E+10 3.162E+16 325 3.800E-4 3.685230E+1 1.641630E+1 5.537700E-1 8.044170E+1
1.000000E+11 3.162E+16 325 3.800E-4 3.661080E+1 1.627740E+1 5.529200E-1 8.041050E+1
1.468000E+11 3.162E+16 325 3.800E-4 3.629864E+1 1.609830E+1 5.517990E-1 8.037260E+1
2.154000E+11 3.162E+16 325 3.800E-4 3.591134E+1 1.587660E+1 5.503750E-1 8.032810E+1
3.162000E+11 3.162E+16 325 3.800E-4 3.545226E+1 1.561430E+1 5.485860E-1 8.028480E+1
4.642000E+11 3.162E+16 325 3.800E-4 3.493215E+1 1.531070E+1 5.465010E-1 8.020100E+1
6.813000E+11 3.162E+16 325 3.800E-4 3.436483E+1 1.498600E+1 5.441700E-1 8.013760E+1
1.000000E+12 3.162E+16 325 3.800E-4 3.376139E+1 1.464070E+1 5.416050E-1 8.006780E+1
1.468000E+12 3.162E+16 325 3.800E-4 3.312671E+1 1.427670E+1 5.387380E-1 7.999670E+1
2.154000E+12 3.162E+16 325 3.800E-4 3.246017E+1 1.388720E+1 5.355550E-1 7.988420E+1
3.162000E+12 3.162E+16 325 3.800E-4 3.175870E+1 1.348370E+1 5.321150E-1 7.978870E+1
4.642000E+12 3.162E+16 325 3.800E-4 3.101928E+1 1.306050E+1 5.283280E-1 7.969390E+1
6.813000E+12 3.162E+16 325 3.800E-4 3.023991E+1 1.261050E+1 5.242090E-1 7.955150E+1
1.000000E+13 3.162E+16 325 3.800E-4 2.941963E+1 1.214710E+1 5.198460E-1 7.942570E+1
1.468000E+13 3.162E+16 325 3.800E-4 2.855842E+1 1.166560E+1 5.150800E-1 7.930470E+1
2.154000E+13 3.162E+16 325 3.800E-4 2.765716E+1 1.116230E+1 5.101390E-1 7.911450E+1
3.162000E+13 3.162E+16 325 3.800E-4 2.671774E+1 1.065060E+1 5.048120E-1 7.896710E+1
4.642000E+13 3.162E+16 325 3.800E-4 2.574306E+1 1.012220E+1 4.993260E-1 7.874630E+1
6.813000E+13 3.162E+16 325 3.800E-4 2.473708E+1 9.590600E+0 4.935180E-1 7.855860E+1
1.000000E+14 3.162E+16 325 3.800E-4 2.370477E+1 9.049100E+0 4.875090E-1 7.830440E+1
