N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 325 3.800E-4 3.721876E+1 1.662300E+1 5.547690E-1 8.050710E+1
1.468000E+10 3.162E+16 325 3.800E-4 3.710234E+1 1.655490E+1 5.543050E-1 8.049640E+1
2.154000E+10 3.162E+16 325 3.800E-4 3.694179E+1 1.646130E+1 5.536700E-1 8.048150E+1
3.162000E+10 3.162E+16 325 3.800E-4 3.672571E+1 1.633590E+1 5.528210E-1 8.046140E+1
4.642000E+10 3.162E+16 325 3.800E-4 3.644391E+1 1.617290E+1 5.517190E-1 8.043480E+1
6.813000E+10 3.162E+16 325 3.800E-4 3.609018E+1 1.596910E+1 5.503420E-1 8.040080E+1
1.000000E+11 3.162E+16 325 3.800E-4 3.566496E+1 1.572500E+1 5.486210E-1 8.036690E+1
1.468000E+11 3.162E+16 325 3.800E-4 3.517597E+1 1.544460E+1 5.466210E-1 8.032380E+1
2.154000E+11 3.162E+16 325 3.800E-4 3.463543E+1 1.512810E+1 5.443830E-1 8.023420E+1
3.162000E+11 3.162E+16 325 3.800E-4 3.405501E+1 1.479530E+1 5.419180E-1 8.016950E+1
4.642000E+11 3.162E+16 325 3.800E-4 3.344159E+1 1.444320E+1 5.391800E-1 8.010190E+1
6.813000E+11 3.162E+16 325 3.800E-4 3.279641E+1 1.407170E+1 5.361160E-1 8.003180E+1
1.000000E+12 3.162E+16 325 3.800E-4 3.211725E+1 1.367410E+1 5.328180E-1 7.990660E+1
1.468000E+12 3.162E+16 325 3.800E-4 3.140107E+1 1.326310E+1 5.292250E-1 7.981050E+1
2.154000E+12 3.162E+16 325 3.800E-4 3.064555E+1 1.283130E+1 5.252600E-1 7.971270E+1
3.162000E+12 3.162E+16 325 3.800E-4 2.984937E+1 1.237360E+1 5.210800E-1 7.955310E+1
4.642000E+12 3.162E+16 325 3.800E-4 2.901208E+1 1.190390E+1 5.165220E-1 7.943650E+1
6.813000E+12 3.162E+16 325 3.800E-4 2.813409E+1 1.141080E+1 5.117530E-1 7.925430E+1
1.000000E+13 3.162E+16 325 3.800E-4 2.721675E+1 1.090920E+1 5.066550E-1 7.911200E+1
1.468000E+13 3.162E+16 325 3.800E-4 2.626240E+1 1.038920E+1 5.013670E-1 7.890290E+1
2.154000E+13 3.162E+16 325 3.800E-4 2.527441E+1 9.865600E+0 4.957650E-1 7.873510E+1
3.162000E+13 3.162E+16 325 3.800E-4 2.425717E+1 9.330200E+0 4.900390E-1 7.849090E+1
4.642000E+13 3.162E+16 325 3.800E-4 2.321608E+1 8.797300E+0 4.839800E-1 7.829440E+1
6.813000E+13 3.162E+16 325 3.800E-4 2.215743E+1 8.260000E+0 4.777890E-1 7.802350E+1
1.000000E+14 3.162E+16 325 3.800E-4 2.108832E+1 7.727900E+0 4.714230E-1 7.773350E+1
