N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.011914260E+00 1.012312777E+00 1.012596281E+00 1.012790305E+00 1.012915702E+00 1.012988107E+00 1.013018759E+00 1.013016324E+00 1.012989929E+00 1.012954083E+00 1.012936159E+00 1.012986323E+00 1.013186635E+00 1.013652892E+00 1.014521213E+00 1.015920292E+00 1.025648037E+00 1.040944442E+00 1.051904815E+00
1.600000000E+01 1.201933142E+00 1.207241150E+00 1.211154621E+00 1.214088452E+00 1.216386979E+00 1.218333287E+00 1.220162936E+00 1.222074236E+00 1.224230010E+00 1.226748391E+00 1.229684935E+00 1.233016820E+00 1.236644220E+00 1.240419292E+00 1.244194602E+00 1.247867497E+00 1.251399501E+00 1.254808224E+00 1.258144925E+00
1.700000000E+01 1.162966620E+00 1.179862021E+00 1.194472624E+00 1.207166476E+00 1.218465011E+00 1.228829903E+00 1.238534217E+00 1.247643859E+00 1.256089296E+00 1.263775896E+00 1.270665481E+00 1.276798001E+00 1.282269836E+00 1.287202025E+00 1.291718569E+00 1.296090538E+00 1.300222728E+00 1.304146421E+00 1.308010915E+00
1.549996187E+01 1.171877954E+00 1.174099555E+00 1.175814769E+00 1.177241900E+00 1.178566662E+00 1.179955572E+00 1.181565333E+00 1.183543656E+00 1.186017027E+00 1.189062582E+00 1.192669818E+00 1.196713740E+00 1.200971745E+00 1.205196598E+00 1.209204718E+00 1.212915386E+00 1.216328812E+00 1.219476610E+00 1.222408144E+00
1.649996187E+01 1.184132365E+00 1.193996398E+00 1.201724182E+00 1.207894603E+00 1.213072093E+00 1.217752007E+00 1.222329115E+00 1.227070662E+00 1.232093419E+00 1.237360561E+00 1.242717876E+00 1.247967322E+00 1.252946196E+00 1.257573637E+00 1.261851683E+00 1.265838013E+00 1.269615093E+00 1.273269782E+00 1.276922110E+00
1.674996808E+01 1.171992408E+00 1.184948526E+00 1.195595438E+00 1.204491389E+00 1.212252349E+00 1.219421816E+00 1.226383094E+00 1.233314593E+00 1.240197429E+00 1.246881908E+00 1.253188834E+00 1.258995482E+00 1.264270064E+00 1.269057483E+00 1.273445222E+00 1.277534881E+00 1.281396709E+00 1.285277039E+00 1.289116613E+00
1.624993176E+01 1.196169175E+00 1.203545434E+00 1.209112992E+00 1.213387665E+00 1.216826380E+00 1.219818091E+00 1.222685697E+00 1.225685897E+00 1.228998383E+00 1.232706863E+00 1.236785421E+00 1.241109912E+00 1.245503616E+00 1.249801100E+00 1.253898198E+00 1.257766775E+00 1.261438658E+00 1.264978187E+00 1.268459361E+00
1.574996808E+01 1.197818164E+00 1.201443896E+00 1.204097387E+00 1.206088059E+00 1.207664494E+00 1.209028641E+00 1.210349619E+00 1.211773367E+00 1.213425057E+00 1.215402995E+00 1.217765471E+00 1.220516683E+00 1.223601792E+00 1.226917659E+00 1.230338929E+00 1.233750653E+00 1.237076193E+00 1.240290108E+00 1.243412451E+00
1.524993176E+01 1.058254151E+00 1.058964842E+00 1.059920642E+00 1.061263650E+00 1.063175097E+00 1.065890514E+00 1.069707916E+00 1.074979419E+00 1.082067657E+00 1.091244229E+00 1.102518378E+00 1.115438658E+00 1.129009907E+00 1.141900063E+00 1.152963356E+00 1.161712163E+00 1.168354453E+00 1.173422521E+00 1.177420227E+00
