T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.198491904E+00 1.198515251E+00 1.198549411E+00 1.198599406E+00 1.198672529E+00 1.198779340E+00 1.198935041E+00 1.199161312E+00 1.199488667E+00 1.199959230E+00 1.200629520E+00 1.201585163E+00 1.202891182E+00 1.204645970E+00 1.206953427E+00 1.209874423E+00 1.213445001E+00 1.217612660E+00 1.222301385E+00
295 1.199447163E+00 1.199467705E+00 1.199497780E+00 1.199541799E+00 1.199606189E+00 1.199700239E+00 1.199837322E+00 1.200036505E+00 1.200324610E+00 1.200738660E+00 1.201328295E+00 1.202157468E+00 1.203303830E+00 1.204853847E+00 1.206893119E+00 1.209476984E+00 1.212644633E+00 1.216372235E+00 1.220601101E+00
300 1.200841222E+00 1.200859979E+00 1.200887446E+00 1.200927643E+00 1.200986420E+00 1.201072225E+00 1.201197192E+00 1.201378561E+00 1.201640483E+00 1.202016082E+00 1.202549485E+00 1.203297058E+00 1.204326700E+00 1.205713605E+00 1.207531331E+00 1.209838320E+00 1.212663289E+00 1.215993345E+00 1.219779479E+00
305 1.201948242E+00 1.201967125E+00 1.201994752E+00 1.202035172E+00 1.202094195E+00 1.202180214E+00 1.202305189E+00 1.202485935E+00 1.202745680E+00 1.203115681E+00 1.203636536E+00 1.204358475E+00 1.205339787E+00 1.206642586E+00 1.208325566E+00 1.210434288E+00 1.212990987E+00 1.215987821E+00 1.219388567E+00
310 1.201810629E+00 1.201833557E+00 1.201867084E+00 1.201916048E+00 1.201987398E+00 1.202091024E+00 1.202240833E+00 1.202455973E+00 1.202762060E+00 1.203192080E+00 1.203786162E+00 1.204589681E+00 1.205649249E+00 1.207007529E+00 1.208698512E+00 1.210744287E+00 1.213152273E+00 1.215912245E+00 1.218996420E+00
315 1.198149880E+00 1.198186366E+00 1.198239672E+00 1.198317350E+00 1.198430217E+00 1.198593459E+00 1.198827984E+00 1.199161746E+00 1.199630452E+00 1.200276774E+00 1.201146556E+00 1.202281231E+00 1.203707470E+00 1.205428996E+00 1.207427744E+00 1.209676236E+00 1.212151619E+00 1.214838765E+00 1.217723529E+00
320 1.186522743E+00 1.186594294E+00 1.186698730E+00 1.186850759E+00 1.187071246E+00 1.187389229E+00 1.187844232E+00 1.188487861E+00 1.189383685E+00 1.190602652E+00 1.192210930E+00 1.194248400E+00 1.196701926E+00 1.199488346E+00 1.202468962E+00 1.205501220E+00 1.208496414E+00 1.211438663E+00 1.214352369E+00
325 1.156457330E+00 1.156609899E+00 1.156832531E+00 1.157156513E+00 1.157626134E+00 1.158302933E+00 1.159270169E+00 1.160635870E+00 1.162531176E+00 1.165097917E+00 1.168458167E+00 1.172660260E+00 1.177611655E+00 1.183036452E+00 1.188516036E+00 1.193635755E+00 1.198149280E+00 1.202040524E+00 1.205442827E+00
330 1.091684456E+00 1.091986445E+00 1.092427307E+00 1.093069317E+00 1.094000836E+00 1.095345194E+00 1.097270229E+00 1.099995715E+00 1.103791821E+00 1.108956683E+00 1.115754875E+00 1.124301809E+00 1.134405662E+00 1.145444645E+00 1.156427004E+00 1.166310279E+00 1.174446063E+00 1.180779344E+00 1.185667008E+00
335 1.010561319E+00 1.010564445E+00 1.010569066E+00 1.010575917E+00 1.010586120E+00 1.010601404E+00 1.010624482E+00 1.010659682E+00 1.010714019E+00 1.010798993E+00 1.018025926E+00 1.032915779E+00 1.050994035E+00 1.071297197E+00 1.091952428E+00 1.110710756E+00 1.125950019E+00 1.137312799E+00 1.145474380E+00
340 1.011514242E+00 1.011511324E+00 1.011508029E+00 1.011503383E+00 1.011497108E+00 1.011488324E+00 1.011477011E+00 1.011463093E+00 1.011448127E+00 1.011436979E+00 1.011441253E+00 1.011484835E+00 1.011611246E+00 1.011890911E+00 1.012422313E+00 1.015928882E+00 1.041241834E+00 1.060272817E+00 1.073744688E+00
