fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00T0 8:32:38 289.5 40.05 1.000E+000 7.500E-001 2.362E-006 1.465E+004 3.499E+000 1.003E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.500E-003 
00T1 8:42:28 289.6 40.04 1.000E+000 7.500E-001 2.391E-006 1.465E+004 3.479E+000 1.039E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.497E-003 
00T2 9:00:04 292.2 39.68 1.000E+000 7.500E-001 2.424E-006 1.465E+004 3.229E+000 1.616E-008 2.345E-008 1.938E-004 2.344E-008 5.550E+002 5.550E+002 5.550E+002 5.550E+002 4.005E-003 
00T3 9:21:34 294.9 39.32 1.000E+000 7.500E-001 2.176E-006 1.465E+004 3.205E+000 1.906E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 3.751E-003 
00T4 9:38:50 297.3 39 1.000E+000 7.500E-001 2.189E-006 1.465E+004 3.075E+000 2.504E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 2.384E-003 
00T5 9:55:24 299.2 38.75 1.000E+000 7.500E-001 2.125E-006 1.465E+004 3.055E+000 2.775E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 2.087E-003 
00T6 10:12:12 301.2 38.49 1.000E+000 7.500E-001 2.151E-006 1.465E+004 3.072E+000 2.915E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 2.794E-003 
00T7 10:28:14 303.1 38.25 1.000E+000 7.500E-001 2.166E-006 1.465E+004 3.063E+000 3.123E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 3.103E-003 
0T21 11:11:04 295.2 39.28 1.000E+000 7.500E-001 2.218E-006 1.465E+004 3.041E+000 2.495E-008 1.626E-007 1.415E-003 1.626E-007 5.760E-011 2.504E-001 7.000E-004 7.079E-008 1.561E-003 
0T22 11:14:12 295.1 39.29 1.000E+000 7.500E-001 2.245E-006 1.465E+004 3.035E+000 2.516E-008 1.787E-007 1.563E-003 1.787E-007 6.993E-011 2.503E-001 8.000E-004 7.598E-008 1.581E-003 
