fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00T0 8:32:38 289.5 40.05 1.000E+000 7.500E-001 2.568E-006 9.432E+003 3.060E+000 1.836E-008 2.030E-007 1.397E-003 2.029E-007 7.093E-011 2.503E-001 7.000E-004 8.680E-008 3.365E-003 
00T1 8:42:28 289.6 40.04 1.000E+000 7.500E-001 2.606E-006 9.553E+003 3.046E+000 1.893E-008 2.128E-007 1.484E-003 2.127E-007 7.878E-011 2.495E-001 7.000E-004 9.821E-008 3.462E-003 
00T2 9:00:04 292.2 39.68 1.000E+000 7.500E-001 2.546E-006 1.111E+004 3.002E+000 2.277E-008 1.964E-007 1.504E-003 1.964E-007 7.366E-011 2.494E-001 8.000E-004 7.902E-008 3.111E-003 
00T3 9:21:34 294.9 39.32 1.000E+000 7.500E-001 2.327E-006 1.015E+004 2.901E+000 3.045E-008 1.125E-007 8.175E-004 1.125E-007 2.299E-011 2.501E-001 4.000E-004 4.371E-008 1.664E-003 
00T4 9:38:50 297.3 39 1.000E+000 7.500E-001 2.246E-006 1.203E+004 2.912E+000 3.180E-008 1.093E-007 8.515E-004 1.092E-007 2.319E-011 2.493E-001 4.000E-004 4.514E-008 1.596E-003 
00T5 9:55:24 299.2 38.75 1.000E+000 7.500E-001 2.163E-006 1.233E+004 2.924E+000 3.377E-008 8.867E-008 6.803E-004 8.866E-008 1.488E-011 2.467E-001 3.000E-004 3.656E-008 1.437E-003 
00T6 10:12:12 301.2 38.49 1.000E+000 7.500E-001 2.259E-006 1.091E+004 2.837E+000 4.135E-008 9.642E-008 6.877E-004 9.641E-008 1.632E-011 2.461E-001 3.000E-004 4.037E-008 1.462E-003 
00T7 10:28:14 303.1 38.25 1.000E+000 7.500E-001 2.412E-006 1.047E+004 2.828E+000 4.458E-008 8.572E-008 5.799E-004 8.571E-008 1.242E-011 2.499E-001 3.000E-004 2.661E-008 1.699E-003 
0T21 11:11:04 295.2 39.28 1.000E+000 7.500E-001 2.209E-006 1.541E+004 3.058E+000 2.419E-008 7.254E-008 6.444E-004 7.254E-008 1.164E-011 2.490E-001 3.000E-004 2.754E-008 1.627E-003 
0T22 11:14:12 295.1 39.29 1.000E+000 7.500E-001 2.226E-006 1.560E+004 3.066E+000 2.393E-008 9.309E-008 8.321E-004 9.308E-008 1.936E-011 2.499E-001 4.000E-004 3.720E-008 1.738E-003 
