T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 2.620530100E-02 2.632569100E-02 2.642803100E-02 2.651019800E-02 2.657266500E-02 2.661753400E-02 2.664738500E-02 2.666442700E-02 2.665848700E-02 2.662502500E-02 2.660204300E-02 2.657068900E-02 2.652667700E-02 2.646702900E-02 2.639401300E-02 2.630771600E-02 2.620275700E-02 2.608305300E-02 2.594301700E-02
295 2.631068600E-02 2.636851200E-02 2.641617900E-02 2.645491900E-02 2.648639100E-02 2.651262900E-02 2.653576200E-02 2.655773100E-02 2.657998600E-02 2.659510300E-02 2.660026500E-02 2.662353600E-02 2.664573600E-02 2.665641300E-02 2.663719300E-02 2.660986800E-02 2.655621700E-02 2.647119200E-02 2.636094100E-02
300 2.575387000E-02 2.573347600E-02 2.571394000E-02 2.570064300E-02 2.569702700E-02 2.570548600E-02 2.572816500E-02 2.576734100E-02 2.582528700E-02 2.590339500E-02 2.599614300E-02 2.610421300E-02 2.622481500E-02 2.633693000E-02 2.641919600E-02 2.646353700E-02 2.646697000E-02 2.641326000E-02 2.632692400E-02
305 2.443032300E-02 2.434743700E-02 2.427825800E-02 2.423146000E-02 2.421250500E-02 2.422534400E-02 2.427398900E-02 2.436329100E-02 2.449852500E-02 2.468350600E-02 2.491715300E-02 2.518927000E-02 2.547888900E-02 2.575808300E-02 2.598698100E-02 2.615323600E-02 2.623524300E-02 2.624076400E-02 2.617732600E-02
310 2.152300200E-02 2.137670700E-02 2.126552100E-02 2.120032400E-02 2.118907300E-02 2.123904700E-02 2.135913400E-02 2.156056700E-02 2.185564700E-02 2.225360400E-02 2.275325900E-02 2.333450900E-02 2.395345700E-02 2.454827800E-02 2.505733400E-02 2.543984500E-02 2.568449900E-02 2.580253300E-02 2.581466300E-02
315 1.584380000E-02 1.562213000E-02 1.547535000E-02 1.541435000E-02 1.544990400E-02 1.559564300E-02 1.587059400E-02 1.629928500E-02 1.690838300E-02 1.771791300E-02 1.872651200E-02 1.989434800E-02 2.113419600E-02 2.232475500E-02 2.334915600E-02 2.413720600E-02 2.468049800E-02 2.501354700E-02 2.518355400E-02
320 4.338141000E-03 3.937389000E-03 3.697708000E-03 3.627555000E-03 3.741394000E-03 4.063904000E-03 4.632823000E-03 5.498103000E-03 6.714309000E-03 8.322990000E-03 1.032327700E-02 1.263778200E-02 1.509483300E-02 1.745562300E-02 1.949272700E-02 2.107600200E-02 2.220149200E-02 2.294935400E-02 2.341943700E-02
325 -1.701078100E-02 -1.777930200E-02 -1.821490500E-02 -1.831939000E-02 -1.807553500E-02 -1.744119900E-02 -1.634577700E-02 -1.469330100E-02 -1.237705900E-02 -9.313604000E-03 -5.498882000E-03 -1.074972000E-03 3.632792000E-03 8.166267000E-03 1.208788200E-02 1.515201100E-02 1.736285000E-02 1.888823500E-02 1.992805100E-02
330 -5.386224600E-02 -5.534977400E-02 -5.618718600E-02 -5.640272900E-02 -5.598197600E-02 -5.485833900E-02 -5.290860400E-02 -4.995864700E-02 -4.580916900E-02 -4.029518600E-02 -3.338838100E-02 -2.532426000E-02 -1.668272800E-02 -8.308916000E-03 -1.028788000E-03 4.686817000E-03 8.846492000E-03 1.177497700E-02 1.385448600E-02
335 -1.135082590E-01 -1.163230730E-01 -1.179577110E-01 -1.184972880E-01 -1.179464010E-01 -1.162139660E-01 -1.131052430E-01 -1.083283170E-01 -1.015309680E-01 -9.239259900E-02 -8.079387200E-02 -6.704853400E-02 -5.208534600E-02 -3.736616300E-02 -2.440536500E-02 -1.412704600E-02 -6.575933000E-03 -1.188058000E-03 2.726169000E-03
340 -1.898479770E-01 -1.937796470E-01 -1.965632090E-01 -1.985547160E-01 -2.000269960E-01 -2.011874890E-01 -2.021681170E-01 -1.954001510E-01 -1.855796790E-01 -1.721126430E-01 -1.546227110E-01 -1.333329960E-01 -1.094634480E-01 -8.528113200E-02 -6.342476600E-02 -4.573281100E-02 -3.253220300E-02 -2.297483600E-02 -1.591412700E-02
