T nFsrh nFBsrh dnsrh nF nFB dn
290 1.150778209E+00 1.150941836E+0 -1.636270000E-04 1.150778209E+00 1.150941836E+0 -1.636270000E-04
295 1.148763703E+00 1.140402174E+0 8.361529000E-03 1.148763703E+00 1.140402174E+0 8.361529000E-03
300 1.151229193E+00 1.128267465E+0 2.296172800E-02 1.151229193E+00 1.128267465E+0 2.296172800E-02
305 1.140994604E+00 1.115082352E+0 2.591225200E-02 1.140994604E+00 1.115082352E+0 2.591225200E-02
310 1.117805813E+00 1.101487323E+0 1.631849000E-02 1.117805813E+00 1.101487323E+0 1.631849000E-02
315 1.104967861E+00 1.088111027E+0 1.685683400E-02 1.104967861E+00 1.088111027E+0 1.685683400E-02
320 1.083184269E+00 1.075477095E+0 7.707174000E-03 1.083184269E+00 1.075477095E+0 7.707174000E-03
325 1.022666568E+00 1.063950838E+0 -4.128427000E-02 1.022666568E+00 1.063950838E+0 -4.128427000E-02
330 1.009292248E+00 1.053730586E+0 -4.443833800E-02 1.009292248E+00 1.053730586E+0 -4.443833800E-02
335 1.006021758E+00 1.044871825E+0 -3.885006700E-02 1.006021758E+00 1.044871825E+0 -3.885006700E-02
340 1.006964948E+00 1.037326563E+0 -3.036161500E-02 1.006964948E+00 1.037326563E+0 -3.036161500E-02
