fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 9:13:16 294.8 39.33 1.000E+000 7.184E-001 2.322E-011 1.000E+012 2.995E+000 3.557E-006 1.844E-004 3.008E-001 1.844E-004 2.775E-005 5.003E-001 2.028E-001 1.368E-004 1.045E-002 
0DL1 9:20:46 294.9 39.32 1.000E+000 7.188E-001 2.240E-011 1.000E+012 3.003E+000 3.595E-006 1.844E-004 3.009E-001 1.844E-004 2.772E-005 4.996E-001 2.028E-001 1.366E-004 5.803E+000 
0DL2 9:24:22 294.9 39.32 1.000E+000 7.014E-001 2.190E-011 1.000E+012 2.978E+000 3.449E-006 1.840E-004 3.013E-001 1.840E-004 2.780E-005 5.016E-001 2.035E-001 1.365E-004 9.118E+000 
0DL3 9:29:24 294.9 39.32 1.000E+000 6.854E-001 2.159E-011 1.000E+012 2.980E+000 3.496E-006 1.845E-004 3.008E-001 1.845E-004 2.780E-005 5.010E-001 2.030E-001 1.369E-004 7.562E+000 
0DL4 9:34:50 294.9 39.32 1.000E+000 7.095E-001 2.181E-011 1.000E+012 2.979E+000 3.466E-006 1.844E-004 3.013E-001 1.844E-004 2.785E-005 5.014E-001 2.034E-001 1.369E-004 2.855E-003 
0DL5 9:38:28 295 39.3 1.000E+000 6.951E-001 2.213E-011 1.000E+012 2.997E+000 3.577E-006 1.846E-004 3.009E-001 1.846E-004 2.777E-005 4.999E-001 2.029E-001 1.368E-004 9.644E-003 
0DL6 9:42:36 295.1 39.29 1.000E+000 7.633E-001 2.315E-011 1.000E+012 3.011E+000 3.651E-006 1.846E-004 3.009E-001 1.846E-004 2.772E-005 4.990E-001 2.027E-001 1.367E-004 1.305E-002 
0DL7 9:44:58 295.1 39.29 1.000E+000 6.739E-001 2.205E-011 1.000E+012 2.990E+000 3.561E-006 1.844E-004 3.006E-001 1.844E-004 2.772E-005 5.000E-001 2.028E-001 1.366E-004 7.813E-003 
0DL8 9:48:18 295.1 39.29 1.000E+000 7.036E-001 2.229E-011 1.000E+012 2.994E+000 3.571E-006 1.840E-004 3.006E-001 1.840E-004 2.765E-005 4.998E-001 2.026E-001 1.364E-004 1.317E-002 
0DL9 9:52:30 295.1 39.29 1.000E+000 7.561E-001 2.301E-011 1.000E+012 3.016E+000 3.686E-006 1.844E-004 3.006E-001 1.843E-004 2.761E-005 4.983E-001 2.024E-001 1.364E-004 6.928E-003 
