T nFsrh nFBsrh dnsrh nF nFB dn
290 1.153875665E+00 1.147693278E+0 6.182387000E-03 1.153875665E+00 1.147693278E+0 6.182387000E-03
295 1.149644828E+00 1.149324442E+0 3.203860000E-04 1.149644828E+00 1.149324442E+0 3.203860000E-04
300 1.152426357E+00 1.148944369E+0 3.481988000E-03 1.152426357E+00 1.148944369E+0 3.481988000E-03
305 1.142297683E+00 1.143954987E+0 -1.657304000E-03 1.142297683E+00 1.143954987E+0 -1.657304000E-03
310 1.121336717E+00 1.130134649E+0 -8.797932000E-03 1.121336717E+00 1.130134649E+0 -8.797932000E-03
315 1.106157093E+00 1.104381689E+0 1.775404000E-03 1.106157093E+00 1.104381689E+0 1.775404000E-03
320 1.087397182E+00 1.071082498E+0 1.631468400E-02 1.087397182E+00 1.071082498E+0 1.631468400E-02
325 1.032531004E+00 1.041295764E+0 -8.764760000E-03 1.032531004E+00 1.041295764E+0 -8.764760000E-03
330 1.009644626E+00 1.021540650E+0 -1.189602400E-02 1.009644626E+00 1.021540650E+0 -1.189602400E-02
335 1.006320264E+00 1.010667673E+0 -4.347409000E-03 1.006320264E+00 1.010667673E+0 -4.347409000E-03
340 1.007098704E+00 1.005203671E+0 1.895033000E-03 1.007098704E+00 1.005203671E+0 1.895033000E-03
