T nFsrh nFBsrh dnsrh nF nFB dn
290 1.13527232E+00 1.136138195E+0 -8.658750000E-04 1.13527232E+00 1.136138195E+0 -8.658750000E-04
295 1.140286360E+00 1.138472326E+0 1.814034000E-03 1.140286360E+00 1.138472326E+0 1.814034000E-03
300 1.146260021E+00 1.140775231E+0 5.484790000E-03 1.146260021E+00 1.140775231E+0 5.484790000E-03
305 1.152269366E+00 1.142978826E+0 9.290540000E-03 1.152269366E+00 1.142978826E+0 9.290540000E-03
310 1.157356435E+00 1.144879437E+0 1.247699800E-02 1.157356435E+00 1.144879437E+0 1.247699800E-02
315 1.161468379E+00 1.145897988E+0 1.557039100E-02 1.161468379E+00 1.145897988E+0 1.557039100E-02
320 1.150929006E+00 1.144509656E+0 6.419350000E-03 1.150929006E+00 1.144509656E+0 6.419350000E-03
325 1.132573789E+00 1.137261648E+0 -4.687859000E-03 1.132573789E+00 1.137261648E+0 -4.687859000E-03
330 1.116989344E+00 1.118717268E+0 -1.727924000E-03 1.116989344E+00 1.118717268E+0 -1.727924000E-03
335 1.088492324E+00 1.086920176E+0 1.572148000E-03 1.088492324E+00 1.086920176E+0 1.572148000E-03
340 1.061684034E+00 1.051688959E+0 9.995075000E-03 1.061684034E+00 1.051688959E+0 9.995075000E-03
