V d43s d43b V1 d51a d51b d51c d51d d73a d73b d73c d82a d82b d53a d53b d53c
-1.200000e+00 1.117589e-09 1.542920e-09 -1.200000e+00 4.021599e-10 7.598663e-09 2.059382e-10 8.489345e-10 8.754597e-10 5.216293e-10 9.044914e-10 6.670075e-10 1.132690e-09 1.969973e-09 1.540249e-09 1.838708e-09
-1.100000e+00 4.890974e-10 1.671352e-09 -1.000000e+00 2.686362e-10 1.084901e-08 4.186095e-10 2.672597e-09 1.039519e-09 7.353091e-10 9.915778e-10 8.906617e-10 1.071339e-09 2.267857e-09 1.498465e-09 2.118659e-09
-1.000000e+00 8.435281e-10 1.752677e-09 -8.000000e-01 2.623726e-10 1.627609e-08 4.526024e-10 3.869717e-09 1.290446e-09 9.913553e-10 9.315049e-10 9.141502e-10 8.986382e-10 2.394387e-09 1.800846e-09 2.211332e-09
-9.000000e-01 1.880865e-09 1.833042e-09 -6.000000e-01 3.112987e-10 2.267697e-09 4.323324e-10 9.582266e-10 1.530480e-09 1.108555e-09 9.634466e-10 1.062642e-09 8.627950e-10 2.960154e-09 2.224070e-09 2.438725e-09
-8.000000e-01 1.251757e-09 1.868786e-09 -4.000000e-01 1.160399e-08 1.650961e-08 5.229365e-10 1.793963e-10 1.814626e-09 1.239810e-09 1.239113e-09 1.368711e-09 6.626527e-10 3.447040e-09 2.437201e-09 2.847150e-09
-7.000000e-01 3.982964e-09 2.097021e-09 -2.000000e-01 1.202647e-09 5.641737e-09 5.076409e-10 2.601661e-06 2.278028e-09 1.824985e-09 1.957236e-09 1.674784e-09 6.429294e-10 3.948891e-09 2.565179e-09 3.219171e-09
-6.000000e-01 1.283757e-08 2.215947e-09 0.000000e+00 7.318449e-09 2.290939e-09 3.028820e-09 2.182375e-07 3.176917e-09 2.616602e-09 1.952232e-09 2.382592e-09 8.427671e-10 5.270947e-09 3.339126e-09 3.016444e-09
-5.000000e-01 5.612630e-09 2.402866e-09 2.000000e-01 4.620732e-08 3.346099e-08 5.477531e-08 6.454936e-07 4.264115e-09 4.198916e-09 3.530570e-09 4.847079e-09 2.205789e-08 7.941489e-09 4.715883e-09 3.055675e-08
-4.000000e-01 4.344779e-09 2.534612e-09 4.000000e-01 6.613266e-07 6.666667e-07 8.210585e-07 5.044836e-06 1.851985e-06 5.510791e-07 1.272706e-05 1.272668e-06 1.542703e-06 5.017672e-08 2.133895e-07 3.666718e-06
-3.000000e-01 4.646874e-09 2.702173e-09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
-2.000000e-01 3.191762e-09 3.080193e-09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
-1.000000e-01 2.291620e-09 3.485469e-09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.000000e+00 2.887930e-09 4.222683e-09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.000000e-01 1.072583e-08 5.239808e-09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
2.000000e-01 1.111975e-07 8.986481e-09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
3.000000e-01 4.405286e-07 2.440442e-08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
