N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.956557000E-03 2.516335000E-03 2.227079000E-03 2.020538000E-03
1.600000000E+01 9.421653000E-03 8.701608000E-03 8.238678000E-03 7.927890000E-03
1.700000000E+01 2.465034700E-02 2.508792000E-02 2.560226700E-02 2.597870300E-02
1.549996187E+01 5.921619000E-03 5.190896000E-03 4.703245000E-03 4.332214000E-03
1.649996187E+01 1.445333600E-02 1.416867900E-02 1.408430100E-02 1.408230100E-02
1.674996808E+01 1.858005200E-02 1.864155700E-02 1.881402200E-02 1.909476000E-02
1.624993176E+01 1.153820100E-02 1.101165300E-02 1.069852900E-02 1.051713500E-02
1.574996808E+01 7.651496000E-03 6.861755000E-03 6.500101000E-03 5.959624000E-03
1.524993176E+01 4.361852000E-03 3.772292000E-03 3.374313000E-03 3.099386000E-03
