N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.192000000E-06 6.977000000E-06 6.873000000E-06 6.847000000E-06
1.600000000E+01 4.540400000E-05 4.518900000E-05 4.506100000E-05 4.487000000E-05
1.700000000E+01 1.937060000E-04 1.938870000E-04 1.940170000E-04 1.944220000E-04
1.549996187E+01 1.925300000E-05 1.878400000E-05 1.872200000E-05 1.838500000E-05
1.649996187E+01 9.712300000E-05 9.727300000E-05 9.730300000E-05 9.740700000E-05
1.674996808E+01 1.394070000E-04 1.391880000E-04 1.396520000E-04 1.396040000E-04
1.624993176E+01 6.632100000E-05 6.630100000E-05 6.619800000E-05 6.620200000E-05
1.574996808E+01 3.037900000E-05 2.997900000E-05 2.973000000E-05 2.968000000E-05
1.524993176E+01 1.182700000E-05 1.146700000E-05 1.133200000E-05 1.123600000E-05
