N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.765160000E-04 3.981950000E-04 3.481350000E-04 3.131510000E-04
1.600000000E+01 1.717168000E-03 1.510040000E-03 1.464542000E-03 1.373957000E-03
1.700000000E+01 4.350065000E-03 4.065739000E-03 4.036302000E-03 6.349012000E-03
1.549996187E+01 1.026428000E-03 8.718620000E-04 8.302110000E-04 6.992400000E-04
1.649996187E+01 2.565148000E-03 2.423476000E-03 2.339377000E-03 2.331727000E-03
1.674996808E+01 3.227478000E-03 3.119235000E-03 3.126051000E-03 3.153802000E-03
1.624993176E+01 2.069122000E-03 1.901796000E-03 1.796064000E-03 1.726187000E-03
1.574996808E+01 1.366969000E-03 1.182162000E-03 1.160710000E-03 1.009817000E-03
1.524993176E+01 7.284080000E-04 6.144640000E-04 5.401060000E-04 4.899270000E-04
