T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.254534160E+00 1.209452931E+00 4.508122900E-02 1.247518648E+00 1.206755404E+00 4.076324400E-02 7.015512000E-03 2.697527000E-03
295 1.256370059E+00 1.212563865E+00 4.380619400E-02 1.250011259E+00 1.209681027E+00 4.033023200E-02 6.358800000E-03 2.882838000E-03
300 1.258681555E+00 1.215526225E+00 4.315533000E-02 1.252702327E+00 1.212327789E+00 4.037453800E-02 5.979228000E-03 3.198436000E-03
305 1.261231228E+00 1.217714882E+00 4.351634600E-02 1.255330648E+00 1.214109798E+00 4.122085000E-02 5.900580000E-03 3.605084000E-03
310 1.263620739E+00 1.219954313E+00 4.366642600E-02 1.257500862E+00 1.215726248E+00 4.177461400E-02 6.119877000E-03 4.228065000E-03
315 1.264998906E+00 1.221726506E+00 4.327240000E-02 1.258368701E+00 1.216703964E+00 4.166473700E-02 6.630205000E-03 5.022542000E-03
320 1.265737400E+00 1.222085012E+00 4.365238800E-02 1.258334578E+00 1.216164305E+00 4.217027300E-02 7.402822000E-03 5.920707000E-03
325 1.264483779E+00 1.222359957E+00 4.212382200E-02 1.256106081E+00 1.215323711E+00 4.078237000E-02 8.377698000E-03 7.036246000E-03
330 1.259777785E+00 1.221662169E+00 3.811561600E-02 1.250361543E+00 1.213387665E+00 3.697387800E-02 9.416242000E-03 8.274504000E-03
335 1.249839410E+00 1.219002068E+00 3.083734200E-02 1.239517128E+00 1.209486534E+00 3.003059400E-02 1.032228200E-02 9.515534000E-03
340 1.229781938E+00 1.215906843E+00 1.387509500E-02 1.219161121E+00 1.205061327E+00 1.409979400E-02 1.062081700E-02 1.084551600E-02
