N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025764086E+00 1.024727056E+00 1.023926120E+00 1.023270374E+00
1.600000000E+01 1.232621396E+00 1.225585999E+00 1.219061182E+00 1.213715626E+00
1.700000000E+01 1.241116544E+00 1.235188051E+00 1.230692372E+00 1.227419628E+00
1.549996187E+01 1.119959612E+00 1.101785411E+00 1.086143317E+00 1.072218988E+00
1.649996187E+01 1.237368086E+00 1.230021235E+00 1.223613849E+00 1.218229392E+00
1.674996808E+01 1.237303677E+00 1.230168097E+00 1.224308310E+00 1.219682241E+00
1.624993176E+01 1.237703862E+00 1.230537079E+00 1.224177447E+00 1.218347750E+00
1.574996808E+01 1.212948832E+00 1.200466908E+00 1.193101970E+00 1.186272624E+00
1.524993176E+01 1.012583023E+00 1.011488324E+00 1.010686344E+00 1.010063757E+00
