N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025337701E+00 1.024101804E+00 1.023077965E+00 1.022182693E+00
1.600000000E+01 1.234414447E+00 1.228389905E+00 1.223072744E+00 1.219080325E+00
1.700000000E+01 1.257440475E+00 1.255455093E+00 1.254122918E+00 1.253265453E+00
1.549996187E+01 1.126467096E+00 1.111773271E+00 1.100191616E+00 1.090739160E+00
1.649996187E+01 1.242596950E+00 1.237605121E+00 1.233685511E+00 1.230797425E+00
1.674996808E+01 1.246915571E+00 1.243189708E+00 1.240511804E+00 1.238726953E+00
1.624993176E+01 1.240550162E+00 1.234870451E+00 1.230212071E+00 1.226228855E+00
1.574996808E+01 1.214894470E+00 1.204127063E+00 1.198319009E+00 1.193225481E+00
1.524993176E+01 1.012576929E+00 1.011448127E+00 1.010605924E+00 1.009939475E+00
