N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.021990365E+00 1.020922733E+00 1.020487088E+00 1.020460408E+00
1.600000000E+01 1.254497282E+00 1.253425592E+00 1.252393964E+00 1.252011234E+00
1.700000000E+01 1.307073276E+00 1.307343366E+00 1.307447494E+00 1.307259056E+00
1.549996187E+01 1.188798671E+00 1.185159786E+00 1.181421484E+00 1.177079924E+00
1.649996187E+01 1.276757953E+00 1.276617169E+00 1.276307035E+00 1.276111525E+00
1.674996808E+01 1.289343140E+00 1.289414969E+00 1.289178030E+00 1.288977115E+00
1.624993176E+01 1.266757658E+00 1.266289989E+00 1.265886210E+00 1.265349915E+00
1.574996808E+01 1.234907821E+00 1.232118942E+00 1.230633897E+00 1.229020798E+00
1.524993176E+01 1.043161242E+00 1.041241834E+00 1.036152369E+00 1.028657635E+00
