T d154 d184 d214 d244
d 150 180 210 240
290 7.722468000E-03 6.954008000E-03 6.403567000E-03 6.009955000E-03
295 6.939740000E-03 6.219152000E-03 5.711431000E-03 5.348861000E-03
300 6.200727000E-03 5.541679000E-03 5.089646000E-03 4.765878000E-03
305 5.550873000E-03 4.964774000E-03 4.578031000E-03 4.299487000E-03
310 5.030617000E-03 4.529816000E-03 4.207045000E-03 3.979914000E-03
315 4.671346000E-03 4.261348000E-03 4.000365000E-03 3.823905000E-03
320 4.489600000E-03 4.169729000E-03 3.968982000E-03 3.842857000E-03
325 4.496454000E-03 4.262451000E-03 4.123107000E-03 4.037747000E-03
330 4.696219000E-03 4.540528000E-03 4.461744000E-03 4.411149000E-03
335 5.085051000E-03 4.997288000E-03 4.970419000E-03 4.956043000E-03
340 5.647439000E-03 5.620430000E-03 5.636442000E-03 5.646945000E-03
