fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0UT1 9:38:12 308.2 37.62 1.000E+000 1.000E+000 1.576E-006 7.506E+002 2.504E+000 3.333E-008 1.281E-003 
0UT2 10:01:24 312.2 37.14 1.000E+000 1.000E+000 1.958E-006 7.638E+002 2.460E+000 3.860E-008 1.718E-003 
0UT3 10:46:14 315.4 36.76 1.000E+000 1.000E+000 1.625E-006 7.588E+002 2.425E+000 4.511E-008 1.290E-003 
0UT4 11:07:52 319.1 36.33 1.000E+000 1.000E+000 1.651E-006 7.594E+002 2.385E+000 5.189E-008 1.676E-003 
0UT5 11:27:46 322.5 35.95 1.000E+000 1.000E+000 1.536E-006 7.575E+002 2.350E+000 5.930E-008 1.995E-003 
0UT6 11:47:14 325.2 35.65 1.000E+000 1.000E+000 1.708E-006 7.617E+002 2.322E+000 6.433E-008 1.343E-003 
0UT7 12:05:20 327.7 35.38 1.000E+000 1.000E+000 1.700E-006 7.435E+002 2.297E+000 7.190E-008 2.017E-003 
0UT8 12:22:30 331.6 34.96 1.000E+000 1.000E+000 1.873E-006 7.308E+002 2.259E+000 8.138E-008 2.221E-003 
0UT9 12:39:42 335.4 34.57 1.000E+000 1.000E+000 1.931E-006 7.293E+002 2.222E+000 9.143E-008 2.493E-003 
UT10 12:58:28 337.9 34.31 1.000E+000 1.000E+000 1.904E-006 7.000E+002 2.198E+000 1.014E-007 2.027E-003 
