fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 8:43 304.8 38.04 1.000E+000 5.050E+000 1.547E-010 7.192E+002 2.765E+000 5.967E-006 1.744E-004 1.101E-001 1.731E-004 4.977E-006 2.611E-001 5.650E-002 8.793E-005 2.369E-002 
0DL1 8:46 305.1 38 1.000E+000 5.018E+000 1.559E-010 7.206E+002 2.705E+000 5.516E-006 1.742E-004 1.107E-001 1.729E-004 4.995E-006 2.610E-001 5.680E-002 8.779E-005 6.941E-003 
0DL2 8:48 305.3 37.98 1.000E+000 5.021E+000 1.613E-010 7.216E+002 2.728E+000 5.821E-006 1.739E-004 1.102E-001 1.726E-004 4.967E-006 2.612E-001 5.660E-002 8.759E-005 2.568E-003 
0DL3 8:51 305 38.01 1.000E+000 5.034E+000 1.576E-010 7.202E+002 2.738E+000 5.861E-006 1.743E-004 1.102E-001 1.730E-004 4.981E-006 2.612E-001 5.660E-002 8.785E-005 1.030E-003 
0DL4 8:54 304.7 38.05 1.000E+000 5.027E+000 1.492E-010 7.188E+002 2.757E+000 5.955E-006 1.730E-004 1.093E-001 1.717E-004 4.896E-006 2.610E-001 5.600E-002 8.727E-005 1.370E-003 
0DL5 8:56 304.6 38.06 1.000E+000 4.963E+000 1.349E-010 7.183E+002 2.650E+000 4.864E-006 1.714E-004 1.097E-001 1.702E-004 4.859E-006 2.602E-001 5.620E-002 8.630E-005 6.386E-002 
0DL6 8:59 304.5 38.08 1.000E+000 5.028E+000 1.434E-010 7.178E+002 2.739E+000 5.678E-006 1.768E-004 1.117E-001 1.755E-004 5.118E-006 2.611E-001 5.730E-002 8.916E-005 1.701E-003 
0DL7 9:7 304.9 38.03 1.000E+000 5.001E+000 1.495E-010 7.197E+002 2.742E+000 5.790E-006 1.766E-004 1.117E-001 1.753E-004 5.115E-006 2.613E-001 5.730E-002 8.910E-005 1.161E-002 
0DL8 9:9 304.9 38.03 1.000E+000 5.018E+000 1.510E-010 7.197E+002 2.732E+000 5.731E-006 1.728E-004 1.095E-001 1.715E-004 4.899E-006 2.609E-001 5.620E-002 8.702E-005 3.628E-003 
0DL9 9:12 304.8 38.04 1.000E+000 4.982E+000 1.435E-010 7.192E+002 2.691E+000 5.276E-006 1.740E-004 1.108E-001 1.728E-004 4.991E-006 2.608E-001 5.680E-002 8.771E-005 2.141E-002 
