fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.104016797E-11 1.000000000E+20 1.032113956E+00 1.744320255E-10 2.751843014E-02 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.108107859E-11 1.000000000E+20 1.032139322E+00 1.743161798E-10 2.752241776E-02 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.904039250E-11 1.000000000E+20 1.037357090E+00 1.983398718E-10 3.016225227E-02 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.906867334E-11 1.000000000E+20 1.037380817E+00 1.982374311E-10 3.016568698E-02 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.151756387E-10 1.000000000E+20 1.042179328E+00 2.319057864E-10 3.305864715E-02 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.151974132E-10 1.000000000E+20 1.042201313E+00 2.318105548E-10 3.306160235E-02 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.297575673E-10 1.000000000E+20 1.046623494E+00 2.765065192E-10 3.623889727E-02 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.297763860E-10 1.000000000E+20 1.046643692E+00 2.764149066E-10 3.624144345E-02 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.425565946E-10 1.000000000E+20 1.050723094E+00 3.344686499E-10 3.968613466E-02 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.425749252E-10 1.000000000E+20 1.050741553E+00 3.343781463E-10 3.968838355E-02 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.525127907E-10 1.000000000E+20 1.054429989E+00 4.094655590E-10 4.343433526E-02 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.546839098E-32 1.000000000E+20 1.036094739E+00 5.587252778E-10 3.862770101E-02 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.591432591E-10 1.000000000E+20 1.057890903E+00 5.052771726E-10 4.742893080E-02 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.591659292E-10 1.000000000E+20 1.057906104E+00 5.051833793E-10 4.743055162E-02 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.384854378E-14 1.000000000E+20 1.044838252E+00 7.838333134E-10 4.622516444E-02 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.459192438E-15 1.000000000E+20 1.044843201E+00 7.837657709E-10 4.622335591E-02 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.785661272E-18 1.000000000E+20 1.049850167E+00 9.343574851E-10 5.076202603E-02 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.494821037E-18 1.000000000E+20 1.049855332E+00 9.342853669E-10 5.076016550E-02 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.505645448E-23 1.000000000E+20 1.055312173E+00 1.118973036E-09 5.598451387E-02 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.521403752E-23 1.000000000E+20 1.055317093E+00 1.118901410E-09 5.598258007E-02 
