Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.277264943E+00 1.050369945E+00 2.268949980E-01 1.252842617E+00 1.034652137E+00 2.181904800E-01 2.442232600E-02 1.571780800E-02
1.468000E+10 1.277350040E+00 1.050773712E+00 2.265763280E-01 1.258525517E+00 1.038734172E+00 2.197913450E-01 1.882452300E-02 1.203954000E-02
2.154000E+10 1.277474062E+00 1.051354803E+00 2.261192590E-01 1.263074847E+00 1.042350082E+00 2.207247650E-01 1.439921500E-02 9.004721000E-03
3.162000E+10 1.277654294E+00 1.052184395E+00 2.254698990E-01 1.266766099E+00 1.045564546E+00 2.212015530E-01 1.088819500E-02 6.619849000E-03
4.642000E+10 1.277915121E+00 1.053354748E+00 2.245603730E-01 1.269791533E+00 1.048539568E+00 2.212519650E-01 8.123588000E-03 4.815180000E-03
6.813000E+10 1.278290241E+00 1.054978575E+00 2.233116660E-01 1.272306421E+00 1.051492186E+00 2.208142350E-01 5.983820000E-03 3.486389000E-03
1.000000E+11 1.278825122E+00 1.057180122E+00 2.216450000E-01 1.274460907E+00 1.054654739E+00 2.198061680E-01 4.364215000E-03 2.525383000E-03
1.468000E+11 1.279578804E+00 1.060074924E+00 2.195038800E-01 1.276412752E+00 1.058238363E+00 2.181743890E-01 3.166052000E-03 1.836561000E-03
2.154000E+11 1.280624128E+00 1.063734952E+00 2.168891760E-01 1.278326497E+00 1.062391626E+00 2.159348710E-01 2.297631000E-03 1.343326000E-03
3.162000E+11 1.282044560E+00 1.068147894E+00 2.138966660E-01 1.280366086E+00 1.067159879E+00 2.132062070E-01 1.678474000E-03 9.880150000E-04
4.642000E+11 1.283926273E+00 1.073190016E+00 2.107362570E-01 1.282684089E+00 1.072460598E+00 2.102234910E-01 1.242184000E-03 7.294180000E-04
6.813000E+11 1.286344916E+00 1.078637189E+00 2.077077270E-01 1.285408378E+00 1.078098170E+00 2.073102080E-01 9.365380000E-04 5.390190000E-04
1.000000E+12 1.289349392E+00 1.084218913E+00 2.051304790E-01 1.288627376E+00 1.083821269E+00 2.048061070E-01 7.220160000E-04 3.976440000E-04
1.468000E+12 1.292947847E+00 1.089687766E+00 2.032600810E-01 1.292378216E+00 1.089395545E+00 2.029826710E-01 5.696310000E-04 2.922210000E-04
2.154000E+12 1.297103277E+00 1.094865048E+00 2.022382290E-01 1.296644491E+00 1.094651350E+00 2.019931410E-01 4.587860000E-04 2.136980000E-04
3.162000E+12 1.301743926E+00 1.099646355E+00 2.020975710E-01 1.301368483E+00 1.099491075E+00 2.018774080E-01 3.754430000E-04 1.552800000E-04
4.642000E+12 1.306785215E+00 1.103982917E+00 2.028022980E-01 1.306474755E+00 1.103870821E+00 2.026039340E-01 3.104600000E-04 1.120960000E-04
6.813000E+12 1.312150674E+00 1.107860683E+00 2.042899910E-01 1.311892532E+00 1.107780345E+00 2.041121870E-01 2.581420000E-04 8.033800000E-05
1.000000E+13 1.317779954E+00 1.111403818E+00 2.063761360E-01 1.317564995E+00 1.111343612E+00 2.062213830E-01 2.149590000E-04 6.020600000E-05
