X Y Yfit
3.3000000E+1 1.2830000E-4 1.2798085E-4
5.3000000E+1 1.2890000E-4 1.2868575E-4
7.2000000E+1 1.2970000E-4 1.2934885E-4
9.1000000E+1 1.3030000E-4 1.3000546E-4
1.1000000E+2 1.3110000E-4 1.3065549E-4
1.2900000E+2 1.3180000E-4 1.3129883E-4
1.4800000E+2 1.3210000E-4 1.3193539E-4
1.6700000E+2 1.3250000E-4 1.3256508E-4
1.8600000E+2 1.3320000E-4 1.3318783E-4
2.0500000E+2 1.3380000E-4 1.3380354E-4
2.2400000E+2 1.3440000E-4 1.3441215E-4
2.4400000E+2 1.3520000E-4 1.3504505E-4
2.6200000E+2 1.3580000E-4 1.3560779E-4
2.8200000E+2 1.3640000E-4 1.3622538E-4
3.0000000E+2 1.3660000E-4 1.3677424E-4
3.1900000E+2 1.3700000E-4 1.3734638E-4
3.3900000E+2 1.3760000E-4 1.3794058E-4
3.5800000E+2 1.3830000E-4 1.3849737E-4
3.7600000E+2 1.3890000E-4 1.3901791E-4
3.9600000E+2 1.3940000E-4 1.3958832E-4
4.1500000E+2 1.4020000E-4 1.4012242E-4
4.3400000E+2 1.4050000E-4 1.4064890E-4
4.5200000E+2 1.4100000E-4 1.4114063E-4
4.7200000E+2 1.4130000E-4 1.4167894E-4
4.9000000E+2 1.4170000E-4 1.4215616E-4
5.0900000E+2 1.4230000E-4 1.4265244E-4
5.2800000E+2 1.4290000E-4 1.4314105E-4
5.4800000E+2 1.4350000E-4 1.4364710E-4
5.6700000E+2 1.4410000E-4 1.4412000E-4
5.8500000E+2 1.4440000E-4 1.4456096E-4
6.0400000E+2 1.4470000E-4 1.4501899E-4
6.2300000E+2 1.4500000E-4 1.4546942E-4
6.4200000E+2 1.4560000E-4 1.4591228E-4
6.6200000E+2 1.4620000E-4 1.4637028E-4
6.8100000E+2 1.4670000E-4 1.4679767E-4
7.0000000E+2 1.4710000E-4 1.4721758E-4
7.1800000E+2 1.4760000E-4 1.4760853E-4
7.3700000E+2 1.4800000E-4 1.4801399E-4
7.5600000E+2 1.4810000E-4 1.4841209E-4
7.7600000E+2 1.4850000E-4 1.4882326E-4
7.9400000E+2 1.4880000E-4 1.4918644E-4
8.1300000E+2 1.4930000E-4 1.4956279E-4
8.3300000E+2 1.4990000E-4 1.4995123E-4
8.5200000E+2 1.5040000E-4 1.5031299E-4
8.7100000E+2 1.5090000E-4 1.5066774E-4
8.9000000E+2 1.5090000E-4 1.5101555E-4
9.0800000E+2 1.5090000E-4 1.5133870E-4
9.2800000E+2 1.5150000E-4 1.5169059E-4
9.4700000E+2 1.5180000E-4 1.5201798E-4
9.6600000E+2 1.5220000E-4 1.5233870E-4
9.8400000E+2 1.5270000E-4 1.5263647E-4
1.0030000E+3 1.5310000E-4 1.5294445E-4
1.0220000E+3 1.5340000E-4 1.5324600E-4
1.0410000E+3 1.5360000E-4 1.5354120E-4
1.0600000E+3 1.5350000E-4 1.5383013E-4
1.0800000E+3 1.5390000E-4 1.5412760E-4
1.0980000E+3 1.5440000E-4 1.5438954E-4
1.1180000E+3 1.5460000E-4 1.5467426E-4
1.1370000E+3 1.5510000E-4 1.5493866E-4
1.1550000E+3 1.5530000E-4 1.5518377E-4
1.1740000E+3 1.5570000E-4 1.5543689E-4
1.1940000E+3 1.5570000E-4 1.5569723E-4
1.2130000E+3 1.5590000E-4 1.5593883E-4
1.2310000E+3 1.5610000E-4 1.5616265E-4
1.2510000E+3 1.5660000E-4 1.5640568E-4
1.2690000E+3 1.5680000E-4 1.5661937E-4
1.2880000E+3 1.5710000E-4 1.5683987E-4
1.3070000E+3 1.5740000E-4 1.5705523E-4
1.3260000E+3 1.5740000E-4 1.5726557E-4
1.3460000E+3 1.5740000E-4 1.5748163E-4
1.3640000E+3 1.5760000E-4 1.5767148E-4
1.3840000E+3 1.5800000E-4 1.5787742E-4
1.4020000E+3 1.5810000E-4 1.5805833E-4
1.4210000E+3 1.5860000E-4 1.5824483E-4
1.4400000E+3 1.5870000E-4 1.5842682E-4
1.4600000E+3 1.5910000E-4 1.5861362E-4
1.4780000E+3 1.5900000E-4 1.5877764E-4
1.4970000E+3 1.5900000E-4 1.5894664E-4
1.5160000E+3 1.5910000E-4 1.5911149E-4
1.5350000E+3 1.5940000E-4 1.5927226E-4
1.5550000E+3 1.5960000E-4 1.5943718E-4
1.5730000E+3 1.6000000E-4 1.5958191E-4
1.5920000E+3 1.6000000E-4 1.5973095E-4
1.6110000E+3 1.6020000E-4 1.5987625E-4
1.6300000E+3 1.6020000E-4 1.6001789E-4
1.6500000E+3 1.6020000E-4 1.6016310E-4
1.6690000E+3 1.6030000E-4 1.6029746E-4
1.6870000E+3 1.6040000E-4 1.6042158E-4
1.7070000E+3 1.6080000E-4 1.6055597E-4
1.7250000E+3 1.6090000E-4 1.6067381E-4
1.7440000E+3 1.6120000E-4 1.6079507E-4
1.7640000E+3 1.6120000E-4 1.6091933E-4
1.7820000E+3 1.6100000E-4 1.6102826E-4
1.8010000E+3 1.6130000E-4 1.6114034E-4
1.8200000E+3 1.6140000E-4 1.6124948E-4
1.8580000E+3 1.6180000E-4 1.6145928E-4
1.8770000E+3 1.6190000E-4 1.6156006E-4
1.8960000E+3 1.6220000E-4 1.6165818E-4
1.9160000E+3 1.6190000E-4 1.6175866E-4
1.9340000E+3 1.6190000E-4 1.6184669E-4
1.9530000E+3 1.6180000E-4 1.6193721E-4
1.9720000E+3 1.6200000E-4 1.6202532E-4
1.9910000E+3 1.6220000E-4 1.6211107E-4
2.0110000E+3 1.6230000E-4 1.6219886E-4
2.0290000E+3 1.6270000E-4 1.6227574E-4
2.0480000E+3 1.6280000E-4 1.6235478E-4
2.0670000E+3 1.6260000E-4 1.6243168E-4
2.0860000E+3 1.6250000E-4 1.6250651E-4
2.1050000E+3 1.6260000E-4 1.6257932E-4
2.1240000E+3 1.6280000E-4 1.6265015E-4
2.1430000E+3 1.6280000E-4 1.6271905E-4
2.1620000E+3 1.6300000E-4 1.6278608E-4
2.1820000E+3 1.6310000E-4 1.6285467E-4
