N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.188854909E+00 1.189639685E+00 1.190213865E+00 1.190643496E+00 1.190982181E+00 1.191274544E+00 1.191559961E+00 1.191876206E+00 1.192262586E+00 1.192762050E+00 1.193421499E+00 1.194289441E+00 1.195405365E+00 1.196815209E+00 1.198535645E+00 1.200579207E+00 1.202954810E+00 1.205667217E+00 1.208707456E+00
1.600000000E+01 1.211562797E+00 1.214098883E+00 1.215999885E+00 1.217437800E+00 1.218557282E+00 1.219482642E+00 1.220323503E+00 1.221180056E+00 1.222147196E+00 1.223315840E+00 1.224770234E+00 1.226581080E+00 1.228788529E+00 1.231424585E+00 1.234479577E+00 1.237920762E+00 1.241718716E+00 1.245837143E+00 1.250232368E+00
1.700000000E+01 1.212278147E+00 1.220410418E+00 1.226846660E+00 1.232120210E+00 1.236671188E+00 1.240826500E+00 1.244797028E+00 1.248692876E+00 1.252556186E+00 1.256400977E+00 1.260244450E+00 1.264120991E+00 1.268080641E+00 1.272180000E+00 1.276472689E+00 1.281002812E+00 1.285823325E+00 1.290923605E+00 1.296361828E+00
1.549996187E+01 1.202032849E+00 1.203559060E+00 1.204687511E+00 1.205522610E+00 1.206152398E+00 1.206650741E+00 1.207080711E+00 1.207498910E+00 1.207960122E+00 1.208521639E+00 1.209246364E+00 1.210203787E+00 1.211467346E+00 1.213107515E+00 1.215181163E+00 1.217720374E+00 1.220725529E+00 1.224167063E+00 1.227996878E+00
1.649996187E+01 1.207851673E+00 1.212138076E+00 1.215397536E+00 1.217945980E+00 1.220046892E+00 1.221921888E+00 1.223756579E+00 1.225700565E+00 1.227863140E+00 1.230308733E+00 1.233058451E+00 1.236101152E+00 1.239411241E+00 1.242966004E+00 1.246756722E+00 1.250790972E+00 1.255087032E+00 1.259664475E+00 1.264536264E+00
1.674996808E+01 1.207858547E+00 1.213678206E+00 1.218183848E+00 1.221797864E+00 1.224872580E+00 1.227691389E+00 1.230467203E+00 1.233340065E+00 1.236380187E+00 1.239602915E+00 1.242994185E+00 1.246536992E+00 1.250228917E+00 1.254087203E+00 1.258143683E+00 1.262434967E+00 1.266993325E+00 1.271846029E+00 1.277009448E+00
1.624993176E+01 1.210928661E+00 1.214189826E+00 1.216644036E+00 1.218525006E+00 1.220027282E+00 1.221317016E+00 1.222539399E+00 1.223823105E+00 1.225280950E+00 1.227005921E+00 1.229064416E+00 1.231490735E+00 1.234287779E+00 1.237435546E+00 1.240904524E+00 1.244668794E+00 1.248712099E+00 1.253039628E+00 1.257650513E+00
1.574996808E+01 1.207641215E+00 1.209631906E+00 1.211118615E+00 1.212231694E+00 1.213082228E+00 1.213765492E+00 1.214359569E+00 1.214961822E+00 1.215619021E+00 1.216417363E+00 1.217423241E+00 1.218719171E+00 1.220390301E+00 1.222482751E+00 1.225044894E+00 1.228066375E+00 1.231520551E+00 1.235364282E+00 1.239553222E+00
1.524993176E+01 1.198175950E+00 1.199309934E+00 1.200138451E+00 1.200746361E+00 1.201203175E+00 1.201565750E+00 1.201881828E+00 1.202194058E+00 1.202543979E+00 1.202975694E+00 1.203538712E+00 1.204289406E+00 1.205290311E+00 1.206606453E+00 1.208298507E+00 1.210413422E+00 1.212974374E+00 1.215974189E+00 1.219377100E+00
