N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.042974223E+00 1.017321881E+00 1.008767728E+00 1.046010712E+00 1.176728612E+00 1.224633021E+00 1.236707208E+00 1.233435560E+00 1.221023455E+00
1.016672606E+01 1.044150580E+00 1.017903485E+00 1.009200197E+00 1.047540095E+00 1.181659616E+00 1.233672433E+00 1.250742156E+00 1.253495626E+00 1.247491818E+00
1.033324570E+01 1.044877234E+00 1.018279239E+00 1.009514500E+00 1.049670413E+00 1.185646799E+00 1.240493584E+00 1.261467820E+00 1.269388050E+00 1.269534043E+00
1.049996187E+01 1.045214852E+00 1.018477959E+00 1.009729811E+00 1.052721012E+00 1.189149585E+00 1.245699688E+00 1.269547366E+00 1.281611212E+00 1.287094997E+00
1.066670514E+01 1.045194834E+00 1.018518412E+00 1.009864675E+00 1.057085228E+00 1.192589065E+00 1.249830592E+00 1.275647725E+00 1.290873757E+00 1.300684782E+00
1.083333839E+01 1.044815755E+00 1.018407642E+00 1.009934826E+00 1.063247465E+00 1.196356465E+00 1.253347441E+00 1.280363199E+00 1.297901151E+00 1.311062682E+00
1.100000000E+01 1.044044244E+00 1.018142559E+00 1.009953662E+00 1.071770067E+00 1.200812461E+00 1.256634788E+00 1.284192926E+00 1.303341214E+00 1.319013685E+00
1.116672606E+01 1.042821155E+00 1.017715243E+00 1.009935115E+00 1.083220028E+00 1.206261302E+00 1.260001282E+00 1.287540947E+00 1.307734389E+00 1.325235161E+00
1.133324570E+01 1.041077162E+00 1.017123553E+00 1.009898965E+00 1.097997909E+00 1.212888093E+00 1.263668223E+00 1.290719544E+00 1.311512304E+00 1.330300765E+00
1.149996187E+01 1.038764525E+00 1.016388620E+00 1.009878424E+00 1.116057823E+00 1.220667593E+00 1.267747189E+00 1.293947634E+00 1.315001364E+00 1.334658946E+00
1.166670514E+01 1.035910491E+00 1.015577467E+00 1.009928193E+00 1.136604792E+00 1.229292066E+00 1.272221931E+00 1.297347026E+00 1.318424788E+00 1.338640512E+00
1.183333839E+01 1.032686637E+00 1.014820752E+00 1.010128347E+00 1.158016419E+00 1.238201265E+00 1.276961141E+00 1.300946980E+00 1.321907739E+00 1.342468552E+00
1.200000000E+01 1.029461419E+00 1.014306823E+00 1.012500890E+00 1.178266218E+00 1.246762682E+00 1.281775382E+00 1.304705753E+00 1.325493198E+00 1.346274494E+00
1.216672606E+01 1.026771167E+00 1.014236623E+00 1.052951190E+00 1.195756218E+00 1.254517511E+00 1.286492865E+00 1.308546830E+00 1.329170942E+00 1.350123335E+00
1.233324570E+01 1.025155707E+00 1.014756358E+00 1.086115835E+00 1.209936983E+00 1.261312178E+00 1.291008106E+00 1.312395936E+00 1.332912057E+00 1.354043456E+00
1.249996187E+01 1.024916682E+00 1.015916652E+00 1.111781423E+00 1.221205601E+00 1.267235641E+00 1.295285663E+00 1.316206400E+00 1.336696712E+00 1.358051942E+00
1.266670514E+01 1.026004526E+00 1.017691982E+00 1.131629154E+00 1.230328886E+00 1.272469602E+00 1.299339907E+00 1.319968532E+00 1.340527653E+00 1.362169284E+00
1.283333839E+01 1.028164376E+00 1.020038022E+00 1.147520922E+00 1.237964783E+00 1.277186384E+00 1.303215639E+00 1.323705626E+00 1.344429655E+00 1.366422710E+00
1.300000000E+01 1.031174612E+00 1.022939484E+00 1.160690812E+00 1.244545694E+00 1.281522788E+00 1.306974428E+00 1.327461943E+00 1.348440067E+00 1.370841410E+00
