N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.012864301E+00 1.013116451E+00 1.013296561E+00 1.013426036E+00 1.013522401E+00 1.013600963E+00 1.013677407E+00 1.013771620E+00 1.013913218E+00 1.021107938E+00 1.046314014E+00 1.073585431E+00 1.100157020E+00 1.123345289E+00 1.141794418E+00 1.155777325E+00 1.166446934E+00 1.174937746E+00 1.181979727E+00
1.600000000E+01 1.239726352E+00 1.242836767E+00 1.245162206E+00 1.246924253E+00 1.248304794E+00 1.249457123E+00 1.250513692E+00 1.251591427E+00 1.252794200E+00 1.254211649E+00 1.255914914E+00 1.257951985E+00 1.260346151E+00 1.263098641E+00 1.266193813E+00 1.269605373E+00 1.273304364E+00 1.277267733E+00 1.281482717E+00
1.700000000E+01 1.257464154E+00 1.269915582E+00 1.279619024E+00 1.287292077E+00 1.293535469E+00 1.298793572E+00 1.303372449E+00 1.307490107E+00 1.311330567E+00 1.315076743E+00 1.318913069E+00 1.323004717E+00 1.327469332E+00 1.332358047E+00 1.337656981E+00 1.343309265E+00 1.349244261E+00 1.355397127E+00 1.361712846E+00
1.549996187E+01 1.198575429E+00 1.199921188E+00 1.201060870E+00 1.202142778E+00 1.203303663E+00 1.204676877E+00 1.206394085E+00 1.208576100E+00 1.211309303E+00 1.214609602E+00 1.218390268E+00 1.222464093E+00 1.226602971E+00 1.230631068E+00 1.234484321E+00 1.238194990E+00 1.241833732E+00 1.245466181E+00 1.249141408E+00
1.649996187E+01 1.254063031E+00 1.260602674E+00 1.265671649E+00 1.269644124E+00 1.272796652E+00 1.275347087E+00 1.277485721E+00 1.279391327E+00 1.281235065E+00 1.283177207E+00 1.285359970E+00 1.287898029E+00 1.290868749E+00 1.294305786E+00 1.298200033E+00 1.302510639E+00 1.307183623E+00 1.312169135E+00 1.317428170E+00
1.674996808E+01 1.257078409E+00 1.266200808E+00 1.273309277E+00 1.278946169E+00 1.283513458E+00 1.287296930E+00 1.290513428E+00 1.293354051E+00 1.296007696E+00 1.298663542E+00 1.301499453E+00 1.304664008E+00 1.308258873E+00 1.312327780E+00 1.316858432E+00 1.321799356E+00 1.327084928E+00 1.332654966E+00 1.338460292E+00
1.624993176E+01 1.248641176E+00 1.253224560E+00 1.256716720E+00 1.259393532E+00 1.261475188E+00 1.263148218E+00 1.264577592E+00 1.265912647E+00 1.267289372E+00 1.268830023E+00 1.270639651E+00 1.272800234E+00 1.275364762E+00 1.278354070E+00 1.281758636E+00 1.285546493E+00 1.289676453E+00 1.294111551E+00 1.298825337E+00
1.574996808E+01 1.225828556E+00 1.227875563E+00 1.229418040E+00 1.230633754E+00 1.231669863E+00 1.232652326E+00 1.233692684E+00 1.234890365E+00 1.236329291E+00 1.238068738E+00 1.240133111E+00 1.242509444E+00 1.245159698E+00 1.248042449E+00 1.251128771E+00 1.254403535E+00 1.257859734E+00 1.261496190E+00 1.265318140E+00
1.524993176E+01 1.126311776E+00 1.127338412E+00 1.128595577E+00 1.130251278E+00 1.132506858E+00 1.135603261E+00 1.139811814E+00 1.145396223E+00 1.152531175E+00 1.161178101E+00 1.170962375E+00 1.181157626E+00 1.190880001E+00 1.199441742E+00 1.206611889E+00 1.212577542E+00 1.217695822E+00 1.222281866E+00 1.226536144E+00
