N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.021947436E+00 1.022400813E+00 1.022667049E+00 1.022772469E+00 1.022729516E+00 1.022537130E+00 1.022183205E+00 1.021650290E+00 1.020926944E+00 1.020027325E+00 1.019018371E+00 1.018044647E+00 1.017328623E+00 1.017122682E+00 1.017623841E+00 1.018909473E+00 1.020950130E+00 1.023680875E+00 1.027067373E+00
1.600000000E+01 1.224762997E+00 1.229329102E+00 1.232756126E+00 1.235430041E+00 1.237670309E+00 1.239744623E+00 1.241879898E+00 1.244263569E+00 1.247031543E+00 1.250245112E+00 1.253870668E+00 1.257785598E+00 1.261824188E+00 1.265843034E+00 1.269762865E+00 1.273566580E+00 1.277274888E+00 1.280926833E+00 1.284570341E+00
1.700000000E+01 1.241927826E+00 1.262651755E+00 1.279099617E+00 1.291818432E+00 1.301552518E+00 1.309036511E+00 1.314897982E+00 1.319639369E+00 1.323658012E+00 1.327271360E+00 1.330731262E+00 1.334227140E+00 1.337886346E+00 1.341779391E+00 1.345932531E+00 1.350345592E+00 1.355009074E+00 1.359914033E+00 1.365052630E+00
1.549996187E+01 1.041937429E+00 1.043170026E+00 1.045038685E+00 1.047809885E+00 1.051830945E+00 1.057544008E+00 1.065473033E+00 1.076156220E+00 1.089988340E+00 1.106957854E+00 1.126351247E+00 1.146650741E+00 1.165902873E+00 1.182512857E+00 1.195890540E+00 1.206406810E+00 1.214838588E+00 1.221870370E+00 1.227944714E+00
1.649996187E+01 1.249652678E+00 1.260281054E+00 1.268267177E+00 1.274234805E+00 1.278722170E+00 1.282171333E+00 1.284941380E+00 1.287324895E+00 1.289558597E+00 1.291826704E+00 1.294259147E+00 1.296929954E+00 1.299862155E+00 1.303041955E+00 1.306438411E+00 1.310022024E+00 1.313776928E+00 1.317704775E+00 1.321820463E+00
1.674996808E+01 1.248615121E+00 1.263836864E+00 1.275541845E+00 1.284416719E+00 1.291135945E+00 1.296279355E+00 1.300319277E+00 1.303637095E+00 1.306542867E+00 1.309285962E+00 1.312056686E+00 1.314985193E+00 1.318144311E+00 1.321560398E+00 1.325230200E+00 1.329138956E+00 1.333274551E+00 1.337634148E+00 1.342222045E+00
1.624993176E+01 1.243452143E+00 1.250588202E+00 1.255873724E+00 1.259811094E+00 1.262814911E+00 1.265222392E+00 1.267308161E+00 1.269295432E+00 1.271360116E+00 1.273627429E+00 1.276165583E+00 1.278984946E+00 1.282050405E+00 1.285304809E+00 1.288692640E+00 1.292175633E+00 1.295739038E+00 1.299391221E+00 1.303157637E+00
1.574996808E+01 1.174890355E+00 1.177536367E+00 1.179815233E+00 1.182022993E+00 1.184436896E+00 1.187328895E+00 1.190965133E+00 1.195580589E+00 1.201320398E+00 1.208153728E+00 1.215800675E+00 1.223747684E+00 1.231404239E+00 1.238335141E+00 1.244398198E+00 1.249693749E+00 1.254415094E+00 1.258739317E+00 1.262797844E+00
1.524993176E+01 1.011183305E+00 1.011529481E+00 1.011768090E+00 1.011921027E+00 1.012005580E+00 1.012034538E+00 1.012018076E+00 1.011967504E+00 1.011901449E+00 1.011854663E+00 1.011887804E+00 1.012092996E+00 1.012587402E+00 1.043534371E+00 1.076410149E+00 1.101596606E+00 1.120763353E+00 1.135862393E+00 1.148214005E+00
