N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -1.990792000E-03 -1.799675400E-02 -5.179018000E-02 -1.153894140E-01 -1.637373860E-01 -1.341425720E-01 -6.605242700E-02 1.004023900E-02 1.766039200E-02 2.763065400E-02 3.994042700E-02
1.600000000E+01 3.228112900E-02 3.161387200E-02 3.119489400E-02 3.071010500E-02 2.981698600E-02 2.797691200E-02 2.467078800E-02 1.707227200E-02 1.589588000E-03 -2.316402300E-02 -6.557533300E-02
1.700000000E+01 5.195779200E-02 5.205468600E-02 5.295040500E-02 5.540784600E-02 5.848475100E-02 6.249745800E-02 6.803158900E-02 7.359955000E-02 7.952837400E-02 8.663204300E-02 9.282294400E-02
1.549996187E+01 2.232973400E-02 2.089409800E-02 1.795911800E-02 1.140798300E-02 -1.505899000E-03 -2.606379600E-02 -7.056767100E-02 -1.430575640E-01 -1.765520900E-01 -1.427580070E-01 -7.430991500E-02
1.649996187E+01 5.312232300E-02 5.193415400E-02 5.207440300E-02 5.222061700E-02 5.312179100E-02 5.512895700E-02 5.684719100E-02 5.850811100E-02 6.070007700E-02 6.087933200E-02 5.903425500E-02
1.674996808E+01 5.662167700E-02 5.592479700E-02 5.671488400E-02 5.782729800E-02 5.974433100E-02 6.309162700E-02 6.640470700E-02 7.010872400E-02 7.501081600E-02 7.874046300E-02 8.174225900E-02
1.624993176E+01 4.258583000E-02 4.156888400E-02 4.101603600E-02 4.137533500E-02 4.158400000E-02 4.172300200E-02 4.208469500E-02 4.093035000E-02 3.772734800E-02 3.179766100E-02 1.876219700E-02
1.574996808E+01 2.586608900E-02 2.568296500E-02 2.471477300E-02 2.286606500E-02 1.910376500E-02 1.202394200E-02 -2.335506000E-03 -2.846456100E-02 -7.296727600E-02 -1.432533910E-01 -1.833190950E-01
1.524993176E+01 1.344532000E-02 8.994696000E-03 -1.286322000E-03 -2.243951700E-02 -6.304712700E-02 -1.333821130E-01 -1.700714460E-01 -1.367081250E-01 -6.553672900E-02 9.030095000E-03 1.478276200E-02
