N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198352289E+00 1.195113469E+00 1.192249376E+00 1.190059351E+00
1.600000000E+01 1.216846333E+00 1.214041942E+00 1.211719531E+00 1.209339423E+00
1.700000000E+01 1.239042249E+00 1.237501354E+00 1.237223520E+00 1.236725223E+00
1.549996187E+01 1.205456027E+00 1.202217804E+00 1.199193961E+00 1.197067864E+00
1.649996187E+01 1.217664574E+00 1.215516690E+00 1.213752157E+00 1.212577708E+00
1.674996808E+01 1.224302967E+00 1.222795577E+00 1.221562646E+00 1.220578569E+00
1.624993176E+01 1.217298825E+00 1.214752949E+00 1.212822596E+00 1.210917377E+00
1.574996808E+01 1.212177604E+00 1.209152751E+00 1.206169740E+00 1.204002457E+00
1.524993176E+01 1.202200088E+00 1.198779340E+00 1.195870532E+00 1.193711133E+00
