N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.481292400E-02 1.777246400E-02 2.108455200E-02 2.597870300E-02 3.145880000E-02 3.760557200E-02 4.366039700E-02 5.028879600E-02 5.671163700E-02 6.164845100E-02 6.812047500E-02
1.016672606E+01 1.063323900E-02 1.260467800E-02 2.293211400E-02 1.823959700E-02 2.219900900E-02 2.676569600E-02 3.140950400E-02 3.665674300E-02 4.192691900E-02 4.623823000E-02 5.569576500E-02
1.033324570E+01 7.613668000E-03 8.884749000E-03 1.614739600E-02 1.262175700E-02 1.539056700E-02 1.866522400E-02 2.208568900E-02 2.606032000E-02 3.017346900E-02 3.371001700E-02 3.958136000E-02
1.049996187E+01 5.474691000E-03 6.248825000E-03 1.114693100E-02 8.292730000E-03 1.051927700E-02 1.279701700E-02 1.523434600E-02 1.814100800E-02 2.122801800E-02 2.399667100E-02 2.860571100E-02
1.066670514E+01 3.971968000E-03 4.425778000E-03 7.688325000E-03 9.264650000E-03 7.116345000E-03 8.656320000E-03 1.034348100E-02 1.240779600E-02 1.465307800E-02 1.674496300E-02 1.906123600E-02
1.083333839E+01 2.934912000E-03 3.164238000E-03 5.298141000E-03 6.349012000E-03 4.642045000E-03 5.802635000E-03 6.938578000E-03 8.366614000E-03 9.956213000E-03 1.149176700E-02 1.322435900E-02
1.100000000E+01 2.220626000E-03 2.313654000E-03 3.576534000E-03 4.104715000E-03 4.648713000E-03 3.878189000E-03 4.621502000E-03 5.584686000E-03 6.682153000E-03 7.780594000E-03 9.043764000E-03
1.116672606E+01 1.726808000E-03 1.736624000E-03 2.574846000E-03 2.860338000E-03 3.554051000E-03 2.570056000E-03 3.076469000E-03 3.709954000E-03 4.449415000E-03 5.215950000E-03 6.114969000E-03
1.133324570E+01 1.378290000E-03 1.345392000E-03 1.803689000E-03 1.871607000E-03 2.223975000E-03 2.237679000E-03 2.062978000E-03 2.469265000E-03 2.955830000E-03 3.478120000E-03 4.103313000E-03
1.149996187E+01 1.125537000E-03 1.071057000E-03 1.349630000E-03 1.363196000E-03 1.337221000E-03 1.235186000E-03 1.404886000E-03 1.658792000E-03 1.971690000E-03 2.319550000E-03 2.745187000E-03
1.166670514E+01 9.346320000E-04 8.741010000E-04 1.035486000E-03 1.016222000E-03 8.158520000E-04 8.855700000E-04 9.785880000E-04 1.132612000E-03 1.329184000E-03 1.555799000E-03 1.840153000E-03
1.183333839E+01 7.852240000E-04 7.263870000E-04 8.155910000E-04 6.293170000E-04 6.258080000E-04 6.555690000E-04 7.009000000E-04 7.905960000E-04 9.107270000E-04 1.054939000E-03 1.241674000E-03
1.200000000E+01 6.642590000E-04 6.114620000E-04 5.582880000E-04 5.121890000E-04 4.941740000E-04 5.018960000E-04 5.177920000E-04 5.666670000E-04 6.372520000E-04 7.263430000E-04 8.468460000E-04
1.216672606E+01 5.636270000E-04 5.183240000E-04 3.610640000E-04 4.260120000E-04 4.020400000E-04 3.963920000E-04 3.949070000E-04 4.182540000E-04 4.570980000E-04 5.097730000E-04 5.858370000E-04
1.233324570E+01 4.789780000E-04 4.415790000E-04 4.294190000E-04 3.946670000E-04 3.977280000E-04 3.396350000E-04 3.133890000E-04 3.433140000E-04 3.370890000E-04 3.659940000E-04 4.125240000E-04
1.249996187E+01 4.061860000E-04 3.767700000E-04 3.371440000E-04 2.955090000E-04 2.672870000E-04 2.914940000E-04 3.055900000E-04 3.778830000E-04 2.483480000E-04 2.707340000E-04 3.707220000E-04
1.266670514E+01 3.438560000E-04 3.206640000E-04 2.854140000E-04 2.535410000E-04 2.192480000E-04 1.964040000E-04 1.612870000E-04 1.962720000E-04 2.231100000E-04 2.563790000E-04 2.937140000E-04
1.283333839E+01 2.887520000E-04 2.726550000E-04 2.506220000E-04 2.249760000E-04 1.977590000E-04 1.791260000E-04 1.539630000E-04 1.386680000E-04 1.571870000E-04 1.714540000E-04 1.956920000E-04
1.300000000E+01 2.411330000E-04 2.298450000E-04 2.136370000E-04 1.944220000E-04 1.782060000E-04 1.654190000E-04 1.513430000E-04 1.491260000E-04 1.401020000E-04 1.423660000E-04 1.435630000E-04
