N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 4.093239000E-03 4.024206000E-03 4.080384000E-03 4.332214000E-03 4.802563000E-03 5.354050000E-03 6.017438000E-03 6.559107000E-03 6.498430000E-03 4.989863000E-03 7.503160000E-04
1.016672606E+01 2.922644000E-03 2.858529000E-03 2.879090000E-03 3.037414000E-03 3.350926000E-03 3.719818000E-03 4.170868000E-03 4.541010000E-03 4.496690000E-03 3.449645000E-03 5.001390000E-04
1.033324570E+01 2.064636000E-03 2.011374000E-03 2.015360000E-03 2.115554000E-03 2.324865000E-03 2.571894000E-03 2.878242000E-03 3.130948000E-03 3.100295000E-03 2.380263000E-03 3.442530000E-04
1.049996187E+01 1.447859000E-03 1.405905000E-03 1.402720000E-03 1.466371000E-03 1.606226000E-03 1.771869000E-03 1.979900000E-03 2.152696000E-03 2.133085000E-03 1.642555000E-03 2.467200000E-04
1.066670514E+01 1.011165000E-03 9.788810000E-04 9.729360000E-04 1.013286000E-03 1.106645000E-03 1.217745000E-03 1.359062000E-03 1.477568000E-03 1.466454000E-03 1.135777000E-03 1.851210000E-04
1.083333839E+01 7.054500000E-04 6.807290000E-04 6.739730000E-04 6.992400000E-04 7.613610000E-04 8.357870000E-04 9.318080000E-04 1.013463000E-03 1.008683000E-03 7.886170000E-04 1.458690000E-04
1.100000000E+01 4.931830000E-04 4.740990000E-04 4.673170000E-04 4.827240000E-04 5.237590000E-04 5.734360000E-04 6.386940000E-04 6.953060000E-04 6.951000000E-04 5.512710000E-04 1.207240000E-04
1.116672606E+01 3.466680000E-04 3.316760000E-04 3.251390000E-04 3.340200000E-04 3.608020000E-04 3.937680000E-04 4.380910000E-04 4.776600000E-04 4.806500000E-04 3.891940000E-04 1.045750000E-04
1.133324570E+01 2.459570000E-04 2.338850000E-04 2.276660000E-04 2.322130000E-04 2.493240000E-04 2.709650000E-04 3.010340000E-04 3.290160000E-04 3.341760000E-04 2.785240000E-04 9.428300000E-05
1.149996187E+01 1.778860000E-04 1.669480000E-04 1.610340000E-04 1.627120000E-04 1.732670000E-04 1.872210000E-04 2.075700000E-04 2.275690000E-04 2.341590000E-04 2.028580000E-04 8.768100000E-05
1.166670514E+01 1.300410000E-04 1.212230000E-04 1.156070000E-04 1.153790000E-04 1.215050000E-04 1.302050000E-04 1.439250000E-04 1.584460000E-04 1.658140000E-04 1.508650000E-04 8.305200000E-05
1.183333839E+01 9.755200000E-05 9.003300000E-05 8.470400000E-05 8.324500000E-05 8.637000000E-05 9.153200000E-05 1.006760000E-04 1.113000000E-04 1.189070000E-04 1.146640000E-04 7.903400000E-05
1.200000000E+01 7.523700000E-05 6.873300000E-05 6.370400000E-05 6.148800000E-05 6.261100000E-05 6.535800000E-05 7.133900000E-05 7.917600000E-05 8.654800000E-05 8.885900000E-05 7.439900000E-05
1.216672606E+01 5.976900000E-05 5.409900000E-05 4.957800000E-05 4.676300000E-05 4.659100000E-05 4.771600000E-05 5.147800000E-05 5.721000000E-05 6.397700000E-05 6.983900000E-05 6.849400000E-05
1.233324570E+01 4.879700000E-05 4.394300000E-05 3.969600000E-05 3.676400000E-05 3.578100000E-05 3.582500000E-05 3.805000000E-05 4.218200000E-05 4.808000000E-05 5.539400000E-05 6.126600000E-05
1.249996187E+01 4.072900000E-05 3.654700000E-05 3.273600000E-05 2.985800000E-05 2.842800000E-05 2.779800000E-05 2.895500000E-05 3.185600000E-05 3.678700000E-05 4.425000000E-05 5.338500000E-05
1.266670514E+01 3.450700000E-05 3.097800000E-05 2.764200000E-05 2.494300000E-05 2.332400000E-05 2.230300000E-05 2.274400000E-05 2.473400000E-05 2.872200000E-05 3.563400000E-05 4.568500000E-05
1.283333839E+01 2.948700000E-05 2.657200000E-05 2.371100000E-05 2.127600000E-05 1.963700000E-05 1.843200000E-05 1.841800000E-05 1.974200000E-05 2.292100000E-05 2.898800000E-05 3.872100000E-05
1.300000000E+01 2.522600000E-05 2.290000000E-05 2.051100000E-05 1.838500000E-05 1.684100000E-05 1.559700000E-05 1.531900000E-05 1.616500000E-05 1.866400000E-05 2.387200000E-05 3.274700000E-05
