T d154 d184 d214 d244
d 150 180 210 240
290 5.922919800E-02 5.687715200E-02 5.662167700E-02 5.604693300E-02
295 5.800854900E-02 5.598208200E-02 5.592479700E-02 5.568883600E-02
300 5.798403600E-02 5.638333700E-02 5.671488400E-02 5.644231000E-02
305 5.842785800E-02 5.724622800E-02 5.782729800E-02 5.785665900E-02
310 5.969130800E-02 5.893354700E-02 5.974433100E-02 6.007068400E-02
315 6.237771300E-02 6.197961200E-02 6.309162700E-02 6.326235700E-02
320 6.512242800E-02 6.510769100E-02 6.640470700E-02 6.673863400E-02
325 6.821113400E-02 6.858582400E-02 7.010872400E-02 7.060896000E-02
330 7.231687200E-02 7.339009100E-02 7.501081600E-02 7.558700200E-02
335 7.572043400E-02 7.682148700E-02 7.874046300E-02 7.935085000E-02
340 7.866483300E-02 7.986075300E-02 8.174225900E-02 8.229181800E-02
