T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.188576937E+00 1.192029004E+00 -3.452067000E-03 1.188109667E+00 1.190748655E+00 -2.638988000E-03 4.672700000E-04 1.280349000E-03
295 1.171461818E+00 1.052744018E+00 1.187178000E-01 1.171075484E+00 1.050770961E+00 1.203045230E-01 3.863340000E-04 1.973057000E-03
300 1.134499427E+00 1.191675915E+00 -5.717648800E-02 1.134283605E+00 1.190553887E+00 -5.627028200E-02 2.158220000E-04 1.122028000E-03
305 1.063042997E+00 1.021179838E+00 4.186315900E-02 1.063198470E+00 1.020598115E+00 4.260035500E-02 -1.554730000E-04 5.817230000E-04
310 1.013694679E+00 1.176951230E+00 -1.632565510E-01 1.013296561E+00 1.175961059E+00 -1.626644980E-01 3.981180000E-04 9.901710000E-04
315 1.014694620E+00 1.003116428E+00 1.157819200E-02 1.014251508E+00 1.002971320E+00 1.128018800E-02 4.431120000E-04 1.451080000E-04
320 1.017726350E+00 1.079910082E+00 -6.218373200E-02 1.017151996E+00 1.079820746E+00 -6.266875000E-02 5.743540000E-04 8.933600000E-05
325 1.023510636E+00 1.005882906E+00 1.762773000E-02 1.022667049E+00 1.005563199E+00 1.710385000E-02 8.435870000E-04 3.197070000E-04
330 1.032970096E+00 1.014092246E+00 1.887785000E-02 1.031631380E+00 1.013280162E+00 1.835121800E-02 1.338716000E-03 8.120840000E-04
335 1.047077866E+00 1.013845913E+00 3.323195300E-02 1.044877234E+00 1.013018479E+00 3.185875500E-02 2.200632000E-03 8.274340000E-04
340 1.066581975E+00 1.024226217E+00 4.235575800E-02 1.062962874E+00 1.022751919E+00 4.021095500E-02 3.619101000E-03 1.474298000E-03
