N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.031718642E+00 1.032438533E+00 1.030381891E+00 1.025661358E+00
1.600000000E+01 1.252341455E+00 1.251790996E+00 1.251353556E+00 1.251453600E+00
1.700000000E+01 1.300119912E+00 1.300425064E+00 1.300460542E+00 1.300445838E+00
1.549996187E+01 1.220756235E+00 1.219053335E+00 1.217814118E+00 1.216357534E+00
1.649996187E+01 1.270152162E+00 1.270016134E+00 1.269741565E+00 1.269720402E+00
1.674996808E+01 1.281990186E+00 1.282065568E+00 1.281864758E+00 1.281540623E+00
1.624993176E+01 1.262058933E+00 1.261749395E+00 1.261541425E+00 1.261514717E+00
1.574996808E+01 1.238934772E+00 1.238021963E+00 1.237479271E+00 1.237114530E+00
1.524993176E+01 1.176260137E+00 1.174446063E+00 1.171706290E+00 1.168377153E+00
