T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.198226487E+00 1.202028965E+00 1.205212545E+00 1.211821117E+00 1.216297107E+00 1.216409677E+00 1.216171189E+00 1.221758635E+00 1.234941983E+00
295 1.198035371E+00 1.202583592E+00 1.206621566E+00 1.212931852E+00 1.218568955E+00 1.219279831E+00 1.219514050E+00 1.225075899E+00 1.237850886E+00
300 1.197502385E+00 1.203831114E+00 1.208051482E+00 1.215056076E+00 1.221114229E+00 1.222475664E+00 1.222490901E+00 1.227903950E+00 1.240612055E+00
305 1.194897315E+00 1.204968263E+00 1.210176556E+00 1.217430918E+00 1.223457579E+00 1.225335622E+00 1.226052274E+00 1.231026652E+00 1.242378415E+00
310 1.186730780E+00 1.205147876E+00 1.212247754E+00 1.219917777E+00 1.226466712E+00 1.228619486E+00 1.229401378E+00 1.233714835E+00 1.244236988E+00
315 1.164299137E+00 1.202123643E+00 1.213558363E+00 1.221916510E+00 1.229124191E+00 1.231684991E+00 1.231606483E+00 1.235199180E+00 1.245441460E+00
320 1.111747344E+00 1.192560607E+00 1.213793705E+00 1.223936629E+00 1.231054074E+00 1.233688518E+00 1.233984379E+00 1.236847399E+00 1.244653558E+00
325 1.015803245E+00 1.167098321E+00 1.210708217E+00 1.225059070E+00 1.232966271E+00 1.235722670E+00 1.235768526E+00 1.237567746E+00 1.243777386E+00
330 1.016601897E+00 1.110499351E+00 1.199944463E+00 1.224197811E+00 1.234194051E+00 1.237168833E+00 1.235833921E+00 1.236283143E+00 1.241800556E+00
335 1.019717029E+00 1.011882024E+00 1.173592305E+00 1.220245943E+00 1.233721823E+00 1.237010094E+00 1.236061913E+00 1.235266059E+00 1.237315567E+00
340 1.025907553E+00 1.012588171E+00 1.117740751E+00 1.212277833E+00 1.232006053E+00 1.236704723E+00 1.235415620E+00 1.233308753E+00 1.233166291E+00
