T d154 d184 d214 d244
d 150 180 210 240
290 1.240509423E+00 1.239043325E+00 1.239260575E+00 1.239291653E+00
295 1.240152264E+00 1.238804313E+00 1.239159890E+00 1.239076027E+00
300 1.240125270E+00 1.238911242E+00 1.239469696E+00 1.239247692E+00
305 1.239997406E+00 1.238722430E+00 1.239378192E+00 1.239194604E+00
310 1.238697491E+00 1.237501150E+00 1.238194990E+00 1.238136705E+00
315 1.234641734E+00 1.233597958E+00 1.234191452E+00 1.234252511E+00
320 1.225159276E+00 1.224437519E+00 1.225139278E+00 1.224975538E+00
325 1.205660121E+00 1.205526601E+00 1.206406810E+00 1.206075262E+00
330 1.169143940E+00 1.170276977E+00 1.171351473E+00 1.170811391E+00
335 1.106538357E+00 1.110237590E+00 1.111781423E+00 1.110901953E+00
340 1.014026918E+00 1.019787693E+00 1.022117975E+00 1.020922764E+00
