T d154 d184 d214 d244
d 150 180 210 240
290 1.348748865E+00 1.348184275E+00 1.347454582E+00 1.348018740E+00
295 1.346594734E+00 1.345907686E+00 1.345147066E+00 1.345731137E+00
300 1.345134960E+00 1.344554265E+00 1.343573506E+00 1.344192653E+00
305 1.344562019E+00 1.344299406E+00 1.342887165E+00 1.343650017E+00
310 1.344975278E+00 1.344755262E+00 1.343309265E+00 1.343882040E+00
315 1.346310279E+00 1.346147865E+00 1.344758156E+00 1.345197084E+00
320 1.348548316E+00 1.348467502E+00 1.347058868E+00 1.347433743E+00
325 1.351420705E+00 1.351467913E+00 1.350345592E+00 1.350415122E+00
330 1.354841716E+00 1.354585197E+00 1.353969962E+00 1.354272182E+00
335 1.358920673E+00 1.358669152E+00 1.358051942E+00 1.358375916E+00
340 1.363188631E+00 1.362848716E+00 1.362313740E+00 1.362704817E+00
