N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.247633190E+00 1.246409525E+00 1.245000279E+00 1.243672795E+00
1.016672606E+01 1.251662219E+00 1.250277637E+00 1.248760180E+00 1.247366212E+00
1.033324570E+01 1.255054613E+00 1.253464069E+00 1.251807017E+00 1.250323815E+00
1.049996187E+01 1.257879286E+00 1.256071835E+00 1.254272744E+00 1.252702327E+00
1.066670514E+01 1.260194430E+00 1.258192256E+00 1.256275023E+00 1.254641138E+00
1.083333839E+01 1.262075997E+00 1.259927441E+00 1.257936072E+00 1.256278758E+00
1.100000000E+01 1.263623722E+00 1.261394538E+00 1.259386435E+00 1.257756631E+00
1.116672606E+01 1.264954884E+00 1.262721370E+00 1.260762266E+00 1.259217355E+00
1.133324570E+01 1.266196374E+00 1.264041452E+00 1.262201726E+00 1.260801262E+00
1.149996187E+01 1.267480094E+00 1.265490772E+00 1.263841449E+00 1.262641572E+00
1.166670514E+01 1.268941108E+00 1.267204689E+00 1.265810992E+00 1.264856545E+00
1.183333839E+01 1.270715232E+00 1.269311638E+00 1.268223221E+00 1.267538323E+00
1.200000000E+01 1.272932124E+00 1.271921351E+00 1.271160693E+00 1.270740841E+00
1.216672606E+01 1.275701471E+00 1.275108462E+00 1.274661764E+00 1.274471878E+00
1.233324570E+01 1.279093715E+00 1.278896837E+00 1.278713600E+00 1.278695624E+00
1.249996187E+01 1.283122160E+00 1.283253805E+00 1.283259078E+00 1.283348236E+00
1.266670514E+01 1.287737643E+00 1.288101639E+00 1.288217767E+00 1.288360048E+00
1.283333839E+01 1.292843089E+00 1.293343507E+00 1.293510265E+00 1.293671689E+00
1.300000000E+01 1.298324358E+00 1.298889434E+00 1.299071753E+00 1.299236438E+00
