Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.340770658E+00 1.220906065E+00 1.198645930E-01 1.215752606E+00 1.151824216E+00 6.392839000E-02 1.250180520E-01 6.908184900E-02
1.468000E+10 1.340874291E+00 1.222293056E+00 1.185812350E-01 1.244120877E+00 1.170017297E+00 7.410358000E-02 9.675341400E-02 5.227575900E-02
2.154000E+10 1.341024986E+00 1.224239743E+00 1.167852430E-01 1.268173992E+00 1.185793209E+00 8.238078300E-02 7.285099400E-02 3.844653400E-02
3.162000E+10 1.341243116E+00 1.226920829E+00 1.143222870E-01 1.287579456E+00 1.199306109E+00 8.827334700E-02 5.366366000E-02 2.761472000E-02
4.642000E+10 1.341556975E+00 1.230519431E+00 1.110375440E-01 1.302694027E+00 1.211064711E+00 9.162931600E-02 3.886294800E-02 1.945472000E-02
6.813000E+10 1.342004607E+00 1.235188051E+00 1.068165560E-01 1.314233826E+00 1.221698629E+00 9.253519700E-02 2.777078100E-02 1.348942200E-02
1.000000E+11 1.342635213E+00 1.240989300E+00 1.016459130E-01 1.323008545E+00 1.231759895E+00 9.124865000E-02 1.962666800E-02 9.229405000E-03
1.468000E+11 1.343508794E+00 1.247834262E+00 9.567453200E-02 1.329770745E+00 1.241589054E+00 8.818169100E-02 1.373804900E-02 6.245208000E-03
2.154000E+11 1.344691974E+00 1.255455093E+00 8.923688100E-02 1.335156233E+00 1.251264647E+00 8.389158600E-02 9.535741000E-03 4.190446000E-03
3.162000E+11 1.346248859E+00 1.263446902E+00 8.280195700E-02 1.339673393E+00 1.260648524E+00 7.902486900E-02 6.575466000E-03 2.798378000E-03
4.642000E+11 1.348226450E+00 1.271374699E+00 7.685175100E-02 1.343707609E+00 1.269505762E+00 7.420184700E-02 4.518841000E-03 1.868937000E-03
6.813000E+11 1.350638915E+00 1.278890180E+00 7.174873500E-02 1.347527912E+00 1.277635075E+00 6.989283700E-02 3.111003000E-03 1.255105000E-03
1.000000E+12 1.353458945E+00 1.285795338E+00 6.766360700E-02 1.351297542E+00 1.284943285E+00 6.635425700E-02 2.161403000E-03 8.520530000E-04
1.468000E+12 1.356623475E+00 1.292034754E+00 6.458872100E-02 1.355094771E+00 1.291447374E+00 6.364739700E-02 1.528704000E-03 5.873800000E-04
2.154000E+12 1.360053686E+00 1.297647848E+00 6.240583800E-02 1.358944050E+00 1.297235152E+00 6.170889800E-02 1.109636000E-03 4.126960000E-04
3.162000E+12 1.363679493E+00 1.302720858E+00 6.095863500E-02 1.362848716E+00 1.302424352E+00 6.042436400E-02 8.307770000E-04 2.965060000E-04
4.642000E+12 1.367456731E+00 1.307343366E+00 6.011336500E-02 1.366814884E+00 1.307155756E+00 5.965912800E-02 6.418470000E-04 1.876100000E-04
6.813000E+12 1.371371505E+00 1.311753461E+00 5.961804400E-02 1.370861618E+00 1.311545621E+00 5.931599700E-02 5.098870000E-04 2.078400000E-04
1.000000E+13 1.375433275E+00 1.315861802E+00 5.957147300E-02 1.375019182E+00 1.315711143E+00 5.930803900E-02 4.140930000E-04 1.506590000E-04
